PGR,Aggregat,Hst.,Zweckbestimmung,FKZ,BKZ,FBZ,Anschlag 2016,VE Anschlag 2016,Anschlag 2017,VE-Anschlag 2017
22.90.01,AUSG.KONSU,0250.53275-0,Entgelte für Telekommunikationsleistungen  ,011,250,,"26,960",0,"27,070",0
22.90.01,AUSG.KONSU,0250.53276-8,"An Performa Nord, Entgelte für Bearbeitung von Personalangelegenheiten ",012,250,,"18,000",0,"18,000",0
22.90.01,AUSG.KONSU,0250.53277-6,"An Performa Nord, Entgelte für Wahrnehmung von Revisionsaufgaben und Beratungsdienstleistungen ",012,250,,"38,000",0,"38,000",0
22.90.01,AUSG.INVES,0250.81200-0,Erwerb von Geräten und sonstigen beweglichen Sachen ,011,250,,"17,000",0,"17,000",0
22.90.01,EINN.KONSU,0251.11906-6,Erstattungen / Rückzahlungen von Zuwendungen  ,188,250,,0,,0,
22.90.01,EINN.KONSU,0251.11907-4,Erstattungen / Rückzahlungen von Zuwendungen  ,188,250,,0,,0,
22.04.02,EINN.KONSU,0251.23210-5,Von Ländern für das Institut für Niederdeutsche Sprache e. V. ,187,250,,"190,000",,"190,000",
22.90.01,EINN.KONSU,0251.23602-0,Erstattung von Krankenkassen nach dem Aufwendungsausgleichsgesetz ,188,250,925,0,,0,
22.90.01,EINN.KONSU,0251.28218-8,Von der Metropolregion Nordwest für Kulturprojekte  ,188,250,,0,,0,
22.90.01,EINN.RUECK,0251.35901-6,Entnahme aus der Budgetrücklage  ,851,250,900,0,,0,
22.90.01,EINN.RUECK,0251.35902-4,Entnahme aus der zweckgebundenen Rücklage für Folgeeffekte der Altersteilzeit ,851,250,900,0,,0,
22.90.01,EINN.RUECK,0251.35903-2,Entnahme aus der investiven Budgetrücklage  ,851,250,900,0,,0,
22.90.01,EINN.EKONS,0251.38601-3,Von Hst. 3289/986 01-3 für die Wahrnehmung von Gemeindeaufgaben ,892,250,,"2,821,220",,"2,821,220",
22.03.01,EINN.KONSU,0251.38711-7,Von Hst. 6321/987 01 für die Beteiligung Bremer- havens an der Kulturförderung (konsumtiv) ,891,250,,0,,0,
22.03.01,EINN.INVES,0251.38712-5,Von Hst. 6321/987 02 für die Beteiligung Bremer- havens an der Kulturförderung (investiv) ,891,250,,0,,0,
22.90.01,AUSG.PERS,0251.42229-0,Nachversicherung für ausgeschiedene Beamte  ,188,250,925,"6,000",0,"6,060",0
92.02.01,AUSG.PERS,0251.43222-8,Versorgungsbezüge der Beamten (Produktplan Kultur)  ,018,900,925,"937,020",0,"974,040",0
92.02.01,AUSG.PERS,0251.43522-7,Versorgungsbezüge der Angestellten (Produktplan Kultur) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0251.43622-3,Versorgungsbezüge nach dem Bremischen Ruhelohngesetz (Produktplan Kultur) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0251.43822-6,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer (Produktplan Kultur) ,018,900,925,"62,330",0,"63,890",0
22.90.01,AUSG.PERS,0251.44122-7,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. ",841,250,928,"57,580",0,"59,310",0
92.02.01,AUSG.PERS,0251.44622-9,Beihilfen für Versorgungsempfänger und dgl. (Produktplan Kultur) ,018,900,928,"168,040",0,"174,920",0
22.90.01,AUSG.KONSU,0251.51850-5,Miet-und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,187,250,,"5,300",0,"5,300",0
22.90.01,AUSG.KONSU,0251.53114-5,Kosten der überregionalen Kulturentwicklung  ,188,250,,"10,000",0,"10,000",0
22.03.01,AUSG.KONSU,0251.53115-3,Kosten im Zusammenhang mit der Unterbringung der Sammlung Nordsee-Museum ,183,250,,"20,000",0,"20,000",0
22.90.01,AUSG.KONSU,0251.53118-8,Aufwendungen für Kulturprojekte der Metropolregion Nordwest ,188,250,,0,0,0,0
22.90.01,AUSG.KONSU,0251.63200-6,Sonstige Zuweisungen an Länder  ,188,250,,"440,000",0,"440,000",0
22.02.01,AUSG.KONSU,0251.68155-4,Unterstützung der Aus- und Fortbildung von Musikern und Schauspielern ,181,250,,"1,500",0,"1,500",0
22.90.01,AUSG.KONSU,0251.68520-7,Zuschuss an die Hochschule für Künste für Kooperationsprojekte ,187,250,,0,0,0,0
22.90.01,AUSG.KONSU,0251.68602-5,Mitgliedsbeiträge  ,188,250,,"18,000",0,"18,000",0
22.90.01,AUSG.KONSU,0251.68614-9,Zuschüsse zur überregionalen kulturellen Zusammenarbeit ,188,250,,0,0,0,0
22.03.02,AUSG.KONSU,0251.68615-7,"Zuschuss für das Projekt ""Koordinierung der Rückführungsfragen der Länder"" ",187,250,,"14,500",0,"14,500",0
22.90.01,AUSG.KONSU,0251.68618-1,Zuschüsse für Kulturprojekte der Metropolregion Nordwest ,188,250,,0,0,0,0
22.02.01,AUSG.KONSU,0251.68620-3,Zuwendungen an Joint Adventures für Nationale Performance Netze ,181,250,,0,0,0,0
22.04.02,AUSG.KONSU,0251.68621-1,Zuschuss an den Sprachenrat  ,164,250,,0,0,0,0
22.04.02,AUSG.KONSU,0251.68625-4,Zuschuss an die Rudolf-Alexander-Schröder-Stiftung  ,187,250,,"59,680",0,"59,680",0
22.03.01,AUSG.KONSU,0251.68630-0,Zuschuss an die Stiftung Deutsches Schiffahrts- museum für Personalausgaben ,164,250,,0,0,0,0
22.03.01,AUSG.KONSU,0251.68631-9,Zuschüsse an die Stiftung Deutsches Schiffahrts- museum für Sachausgaben ,164,250,,0,0,0,0
22.04.02,AUSG.KONSU,0251.68677-7,Zuschuss an das Institut für Niederdeutsche Sprache e. V. ,187,250,,"272,000",0,"272,000",0
22.03.01,AUSG.INVES,0251.89330-6,Zuschuss für die Erweiterung/Sanierung des Deutschen Schiffahrtsmuseum ,164,250,,0,0,0,0
22.03.01,AUSG.INVES,0251.89331-4,Zuschuss an die Stiftung Deutsches Schiffahrts- museum für Investitionen ,164,250,,0,0,0,0
22.03.01,AUSG.INVES,0251.89335-7,Forschungsprogramm- NS-verfolgungsbedingt entzogenes Kulturgut ,183,250,,0,0,0,0
22.90.01,AUSG.RUECK,0251.91901-1,Zuführung an die Budgetrücklage  ,851,250,900,0,0,0,0
22.90.01,AUSG.RUECK,0251.91903-8,Zuführung an die investive Budgetrücklage  ,851,250,900,0,0,0,0
21.06.01,EINN.KONSU,0255.11911-7,Rückerstattung von Zuschüssen  ,153,200,,0,,0,
21.06.01,EINN.KONSU,0255.11999-0,Vermischte Einnahmen  ,129,200,,0,,0,
21.06.01,EINN.KONSU,0255.28220-4,Spenden für den Bremer Preis für Erwachsenenbildung ,129,200,,0,,0,
21.06.01,AUSG.KONSU,0255.53101-8,Kosten für Veröffentlichungen  ,129,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.53120-4,Ausgaben im Bereich der Dozentenqualifizierung  ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.53212-0,Kosten für Informations- und Berichtswesen in der Weiterbildung ,153,200,,"10,000",0,"10,000",0
21.06.01,AUSG.KONSU,0255.53920-5,Verwendung von Spenden für den Bremer Preis für Erwachsenenbildung ,129,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68420-5,Zuschuss an Arbeit und Leben Bremen  ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68520-1,Zuschüsse für das Projekt 'Weiterbildungsdatenbank Bremen' ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68521-0,Zuschüsse für Angebote im Rahmen der politischen Bildung ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68531-7,Zuschüsse an anerkannte Träger der Weiter- bildung (Regelförderung) ,153,200,,"711,000",0,"715,000",0
21.06.01,AUSG.KONSU,0255.68532-5,Zuschüsse an anerkannte Träger der Weiter- bildung (Personalkosten) ,153,200,,"815,000",0,"815,000",0
21.06.01,AUSG.KONSU,0255.68533-3,Zuschüsse an anerkannte Träger d. Weiterbildung (Modell- und Schwerpunktförderung) ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68534-1,Zuschüsse an Weiterbildungstätten für Bildungsurlaubsveranstaltungen ,153,200,,"80,000",0,"80,000",0
21.06.01,AUSG.KONSU,0255.68535-0,Zuschüsse für Maßnahmen der Fachberatung nach §12 WBG ,153,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.68536-8,An VHS für die Bildungsvereinigung Arbeit und Leben Bremen ,152,200,,0,0,0,0
21.06.01,AUSG.KONSU,0255.98512-4,"An Hst. 6271/385 01, Zuschuss nach dem Weiterbildungsgesetz ",891,200,,"60,000",0,"60,000",0
22.03.02,EINN.KONSU,0256.11112-8,Gebühren für Bescheinigungen nach der Bremischen Kostenordnung ,188,261,,"2,500",,"2,500",
22.03.02,EINN.KONSU,0256.11910-2,Sonstige Verwaltungseinnahmen  ,188,261,,0,,0,
22.03.02,EINN.KONSU,0256.12306-1,"Von der Stiftung ""Wohnliche Stadt"" aus dem Spielbankabgabeanteil ",195,261,,0,,0,
22.03.02,EINN.KONSU,0256.28201-1,Spenden  ,195,261,,0,,0,
22.03.02,EINN.KONSU,0256.28210-0,Von Dritten für den Aufbau der Denkmaldatenbank Bremen/Bremerhaven ,188,261,,0,,0,
22.03.02,EINN.KONSU,0256.28215-1,Sonstige Zuschüsse aus dem Inland  ,195,261,,0,,0,
22.03.02,EINN.KONSU,0256.28220-8,Von Dritten zur Durchführung der Jahrestagung der Landesdenkmalpfleger ,195,261,,0,,0,
22.03.02,EINN.INVES,0256.34210-3,"Von der Stiftung ""Wohnliche Stadt"" aus dem Spiel- bankabgabeanteil ",195,261,,0,,0,
22.03.02,AUSG.PERS,0256.42201-8,Bezüge planmäßiger Beamten und Richter  ,188,261,925,"65,560",0,"65,640",0
22.03.02,AUSG.PERS,0256.42710-9,Aufwendungen für nebenamtlich und nebenberuflich Tätige sowie Aushilfskräfte ,188,261,925,"2,040",0,"2,060",0
22.03.02,AUSG.PERS,0256.42801-6,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,188,261,925,"331,880",0,"333,690",0
22.03.02,AUSG.PERS,0256.42820-2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer -temporäre Personalmittel- ,188,256,,"50,000",0,"50,000",0
22.03.02,AUSG.PERS,0256.44307-4,Kosten für ärztliche Untersuchungen und Verordnungen -Einsatz an ADV-Anlagen usw.- ,188,261,,200,0,210,0
22.03.02,AUSG.KONSU,0256.51100-2,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-/Ausrüstungs-/sonst.Gebrauchsgegenstände ",188,261,,"5,270",0,"5,330",0
22.03.02,AUSG.KONSU,0256.51700-0,"Bewirtschaftung der Grundstücke, Gebäude und Räume  ",188,261,,"11,000",0,"11,000",0
22.03.02,AUSG.KONSU,0256.51800-7,Mieten und Pachten  ,188,261,,"31,000",0,"31,000",0
22.03.02,AUSG.KONSU,0256.51850-3,Miet- und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,188,261,,"34,600",0,"34,600",0
22.03.02,AUSG.KONSU,0256.51918-6,Sicherungsarbeiten an historischen Bauwerken und Denkmälern ,195,261,,"24,000",0,"24,000",0
22.03.02,AUSG.KONSU,0256.51920-8,Wartung der Windmühlen  ,195,261,,"1,000",0,"1,000",0
22.03.02,AUSG.KONSU,0256.52600-0,"Sachverständige, Gerichts- und ähnliche Kosten  ",195,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.52701-4,Reisekostenvergütungen  ,188,261,,"4,000",0,"4,000",0
22.03.02,AUSG.KONSU,0256.52910-6,Ausgaben für Aufwand aus dienstlicher Veranlassung in besonderen Fällen ,188,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53101-1,Kosten für Veröffentlichungen  ,188,261,,"8,000",0,"8,000",0
22.03.02,AUSG.KONSU,0256.53103-8,Inventarversicherungen  ,188,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53111-9,Präsentation Denkmallandschaft Bremen  ,188,261,,"10,000",0,"10,000",0
22.03.02,AUSG.KONSU,0256.53115-1,Kosten des Denkmalpflegepreises  ,195,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53120-8,Kosten der Durchführung der Jahrestagung der Landesdenkmalpfleger ,188,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53181-0,Bergungskosten  ,195,261,,"1,000",0,"1,000",0
22.03.02,AUSG.KONSU,0256.53210-7,Erforschung und Inventarisierung der Kunst- und Baudenkmäler ,195,261,,"4,000",0,"4,000",0
22.03.02,AUSG.KONSU,0256.53255-7,"An Immobilien Bremen (AöR), Entgelte für Dienst- leistungen (Innenreinigung) ",188,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53275-1,Entgelte für Telekommunikationsleistungen  ,188,261,,"8,300",0,"8,370",0
22.03.02,AUSG.KONSU,0256.53277-8,Entgelte für Dienstleistungen im Kataster- und Vermessungswesen ,195,261,,"1,000",0,"1,000",0
22.03.02,AUSG.KONSU,0256.53902-0,Verwendung zweckgebundener Einnahmen für konsumtive Ausgaben ,195,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.53933-0,Kosten für Lizenzen für Software sowie Wartung und Pflege ,188,261,,0,0,0,0
22.03.02,AUSG.KONSU,0256.68130-7,Zuschüsse zur Versicherung von unter Denkmalschutz stehenden Objekten ,195,261,,"1,000",0,"1,000",0
22.03.02,AUSG.KONSU,0256.68131-5,Zuschüsse für Instandsetzungen in Ensembles  ,195,261,,"41,000",0,"41,000",0
22.03.02,AUSG.KONSU,0256.68133-1,Zuschüsse für Instandsetzungen an einzelnen Kulturdenkmälern ,195,261,,"6,000",0,"6,000",0
22.03.02,AUSG.KONSU,0256.68611-2,Mitgliedschaften und Beiträge für überregionale Maßnahmen ,188,261,,"5,000",0,"5,000",0
22.03.02,AUSG.INVES,0256.70010-7,Kleinere Instandsetzungsmaßnahmen an Kulturdenkmälern ,195,261,,"12,000",0,"12,000",0
22.03.02,AUSG.INVES,0256.81202-9,Erwerb von Inventar  ,188,261,,0,0,0,0
22.03.02,AUSG.INVES,0256.81205-3,Erwerb von ADV-Geräten (einschl. Arbeits- platzausstattungen) ,188,261,,0,0,0,0
22.03.02,AUSG.INVES,0256.89316-9,"Zuwendungen an Dritte aus Mitteln der Stiftung ""Wohnliche Stadt"" ",195,261,,0,0,0,0
21.06.02,EINN.KONSU,0257.11911-4,"Von Sonstigen für Studienfahrten, Arbeitstagungen und Seminare ",153,200,,"20,000",,"20,000",
21.06.02,EINN.KONSU,0257.11999-8,Vermischte Einnahmen  ,153,200,,0,,0,
21.06.02,EINN.KONSU,0257.12409-6,Mieten von Dienstwohnungsinhabern  ,153,200,925,0,,0,
21.06.02,EINN.KONSU,0257.23131-3,"Zuschüsse des Bundes für die Gedenkstätten- förderung U-Boot-Bunker ""Valentin"" ",153,200,,0,,0,
21.06.02,EINN.KONSU,0257.23133-0,Vom Bund für politische Bildung  ,153,200,,0,,0,
21.06.02,EINN.KONSU,0257.27200-1,"EFRE-Mittel für das Projekt Gedenkstätte U-Boot Bunker ""Valentin"" ",153,200,,0,,0,
21.06.02,EINN.KONSU,0257.28200-7,Spenden  ,153,200,,0,,0,
21.06.02,EINN.EINVE,0257.38620-1,Von Hst. 3754/986 20-3 EFRE-Mittel für das Projekt Denkort Bunker Valentin ,892,200,,0,,0,
21.06.02,EINN.EINVE,0257.38621-0,Von Hst. 3754/986 21-1 Mittel für das Projekt Denkort Bunker Valentin ,892,020,,0,,0,
21.06.02,AUSG.PERS,0257.42201-1,Bezüge planmäßiger Beamten und Richter  ,153,200,925,"158,170",0,"155,480",0
21.06.02,AUSG.PERS,0257.42701-3,Aufwendungen für nebenamtlich und nebenberuflich Tätige ,153,200,925,0,0,0,0
21.06.02,AUSG.PERS,0257.42702-1,"Aufwendungen für nebenamtlich und nebenberuflich Tätige, soweit nicht Arbeitslohn ",153,200,925,"23,510",0,"23,750",0
21.06.02,AUSG.PERS,0257.42801-0,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,153,200,925,"366,490",0,"448,410",0
21.06.02,AUSG.PERS,0257.42810-9,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Gedenkstätte Bunker Valentin) ,153,200,925,0,0,0,0
21.06.02,AUSG.KONSU,0257.51100-6,Geschäftsbedarf und Kommunikation  ,153,200,,"19,400",0,"19,400",0
21.06.02,AUSG.KONSU,0257.51104-9,"Maschinen, Geräte und Ausstattungsgegenstände für Verwaltungszwecke ",153,200,,"2,000",0,"2,000",0
21.06.02,AUSG.KONSU,0257.51706-3,Versicherungen und Abgaben für Grundstücke  ,153,200,,"1,000",0,"1,000",0
21.06.02,AUSG.KONSU,0257.51791-8,Gas  ,153,200,,"5,000",0,"5,000",0
21.06.02,AUSG.KONSU,0257.51793-4,Strom  ,153,200,,"1,600",0,"1,600",0
21.06.02,AUSG.KONSU,0257.51794-2,Wasser  ,153,200,,200,0,200,0
21.06.02,AUSG.KONSU,0257.51796-9,Fremdleistungen  ,153,200,,"1,500",0,"1,500",0
21.06.02,AUSG.KONSU,0257.51799-3,Sonstige Bewirtschaftungskosten  ,153,200,,"2,100",0,"2,100",0
21.06.02,AUSG.KONSU,0257.51850-7,Miet- und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,153,200,,"43,270",0,"43,270",0
21.06.02,AUSG.KONSU,0257.51910-4,Kleine Unterhaltungsarbeiten an Gebäuden  ,153,200,,0,0,0,0
21.06.02,AUSG.KONSU,0257.52501-5,Lehrmittel  ,153,200,,"10,090",0,"10,090",0
21.06.02,AUSG.KONSU,0257.52514-7,"Studienfahrten, Arbeitstagungen, Veranstaltungen und Seminare ",153,200,,"45,000",0,"45,000",0
21.06.02,AUSG.KONSU,0257.52516-3,Studienfahrten für Multiplikatoren  ,153,200,,"2,750",0,"3,500",0
21.06.02,AUSG.KONSU,0257.52701-8,Reisekostenvergütungen  ,153,200,924,"2,500",0,"2,500",0
21.06.02,AUSG.KONSU,0257.53101-5,Kosten für Veröffentlichungen  ,153,200,,"4,000",0,"4,000",0
21.06.02,AUSG.KONSU,0257.53131-7,"Projekt Gedenkstätte U-Boot-Bunker ""Valentin""  ",153,200,,"67,000",0,"67,000",0
21.06.02,AUSG.KONSU,0257.53240-2,Entgelte für Gebäudedienstleistungen (Hausmeisterdienste) ,153,200,,"12,100",0,"12,100",0
21.06.02,AUSG.KONSU,0257.53255-0,"An Immobilien Bremen (AöR), Entgelte für Dienst- leistungen (Innenreinigung) ",153,200,,0,0,0,0
21.06.02,AUSG.KONSU,0257.53261-5,"An Performa Nord, Entgelte für Dienstleistungen  ",153,200,,"2,200",0,"2,280",0
21.06.02,AUSG.KONSU,0257.53275-5,Entgelte für Telekommunikationsleistungen  ,153,200,,"2,470",0,"2,470",0
21.06.02,AUSG.KONSU,0257.68510-1,Zuwendungen für die Durchführung von Seminaren und Veranstaltungen ,153,200,,"1,000",0,"1,000",0
21.06.02,AUSG.KONSU,0257.68515-2,Bremer Jugendpreis 'Dem Hass keine Chance'  ,153,200,,"6,000",0,"6,000",0
21.06.02,AUSG.KONSU,0257.68520-9,Zuwendungen für die politische Bildungsarbeit von parteinahen Stiftungen ,153,200,,"24,500",0,"24,500",0
21.06.02,AUSG.KONSU,0257.68522-5,Förderung der Jugendarbeit zur politischen Jugendbildung ,153,200,,"10,000",0,"10,000",0
21.06.02,AUSG.INVES,0257.81200-6,Erwerb von Geräten und sonstigen beweglichen Sachen ,153,200,,"10,000",0,"10,000",0
21.06.02,AUSG.INVES,0257.81205-7,Erwerb von ADV-Geräten  ,153,200,,0,0,0,0
21.06.02,AUSG.INVES,0257.81210-3,Ausstattung im Rahmen des Umzugs  ,153,200,,"55,000",0,0,0
21.06.02,AUSG.INVES,0257.89316-2,"Investive Maßnahmen für das Projekt Gedenkstätte U-Boot-Bunker ""Valentin"" ",153,200,,"50,000",0,"50,000",0
22.03.02,EINN.KONSU,0258.11101-0,Verwaltungsgebühren  ,162,258,,"6,000",,"6,000",
22.03.02,EINN.KONSU,0258.11901-0,Einnahmen aus Veröffentlichungen  ,162,258,,"6,400",,"6,400",
22.03.02,EINN.KONSU,0258.11910-0,Anteil von Dritten für Veröffentlichungen  ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.11920-7,Von Dritten für Fotoaufträge und sonstige Ablichtungen ,162,258,,"7,670",,"7,670",
22.03.02,EINN.KONSU,0258.11999-1,Vermischte Einnahmen  ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.12408-1,Nutzungsentgelte für Behördenparkplätze  ,162,258,,"1,000",,"1,000",
22.03.02,EINN.KONSU,0258.12410-3,Mieten und Pachten  ,162,258,,"2,000",,"2,000",
22.03.02,EINN.KONSU,0258.23601-7,Erstattungen von Krankenkassen nach dem Aufwendungsausgleichsgesetz ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.28201-9,Spenden  ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.28210-8,Spenden von der Hollweg Stiftung für die Übereig- nung des Nachlasses von Jochen Stoss ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.28215-9,Von der DFG für die Retrokonversion v. Findmitteln  ,162,258,,0,,0,
22.03.02,EINN.KONSU,0258.28216-7,Vom Bundesamt für Familie und zivilgesellschaft- liche Aufgaben für Bundesfreiwilligendienste ,162,258,,0,,0,
22.03.02,EINN.INVES,0258.34220-8,"Von der Stiftung ""Wohnliche Stadt"" für Beschaffungen ",162,258,,0,,0,
22.03.02,AUSG.PERS,0258.42201-5,Bezüge planmäßiger Beamten und Richter  ,162,258,925,"585,590",0,"578,020",0
22.03.02,AUSG.PERS,0258.42203-1,Vergütungen für Inspektorenanwärter  ,162,258,925,0,0,0,0
22.03.02,AUSG.PERS,0258.42702-5,"Aufwendungen für nebenamtlich und nebenberuflich Tätige, soweit nicht Arbeitslohn ",162,258,,670,0,670,0
22.03.02,AUSG.PERS,0258.42716-5,Aufwendungen für Bundesfreiwilligendienste  ,162,258,925,0,0,0,0
22.03.02,AUSG.PERS,0258.42801-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,162,258,925,"279,740",0,"274,960",0
22.03.02,AUSG.PERS,0258.44307-1,Kosten für ärztliche Untersuchungen und Verordnungen -Einsatz an ADV-Anlagen usw.- ,162,258,,340,0,350,0
22.03.02,AUSG.KONSU,0258.51100-0,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-/Ausrüstungs-/sonst.Gebrauchsgegenstände ",162,258,,"11,160",0,"11,370",0
22.03.02,AUSG.KONSU,0258.51410-6,Verbrauchsmittel für die Archivbestände  ,162,258,,"19,000",0,"19,000",0
22.03.02,AUSG.KONSU,0258.51700-8,"Bewirtschaftung der Grundstücke, Gebäude und Räume  ",162,258,,"76,190",0,"76,190",0
22.03.02,AUSG.KONSU,0258.51800-4,Mieten und Pachten  ,162,258,,"5,860",0,"5,860",0
22.03.02,AUSG.KONSU,0258.51850-0,Miet- und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,162,258,,"221,000",0,"221,000",0
22.03.02,AUSG.KONSU,0258.51851-9,Miet- und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.51910-8,Kleine Unterhaltungsarbeiten an Gebäuden  ,162,258,,"1,000",0,"1,000",0
22.03.02,AUSG.KONSU,0258.52313-0,Archivalienankauf  ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.52500-0,Aus- und Fortbildung  ,162,258,,"13,000",0,"13,000",0
22.03.02,AUSG.KONSU,0258.52701-1,Reisekostenvergütungen  ,162,258,,"4,500",0,"4,500",0
22.03.02,AUSG.KONSU,0258.52910-3,Ausgaben für Aufwand aus dienstlicher Veranlassung in besonderen Fällen ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.53101-9,Kosten für Veröffentlichungen  ,162,258,,"27,000",0,"27,000",0
22.03.02,AUSG.KONSU,0258.53110-8,Kosten für Sonderausstellungen und Veranstaltungen  ,162,258,,"4,000",0,"4,000",0
22.03.02,AUSG.KONSU,0258.53112-4,Erhaltung von Archivgut durch Massenkonservierung  ,162,258,,"8,000",0,"8,000",0
22.03.02,AUSG.KONSU,0258.53255-4,"An Immobilien Bremen (AöR), Entgelte für Dienst- leistungen (Innenreinigung) ",162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.53261-9,"An Performa Nord, Entgelte für Dienstleistungen  ",012,258,,"6,630",0,"6,610",0
22.03.02,AUSG.KONSU,0258.53272-4,"An Performa Nord, Entgelte für Postdienst- leistungen ",012,258,,"3,000",0,"3,000",0
22.03.02,AUSG.KONSU,0258.53275-9,Entgelte für Telekommunikationsleistungen  ,162,258,,"12,710",0,"12,960",0
22.03.02,AUSG.KONSU,0258.53276-7,"An Performa Nord, Entgelte für Bearbeitung von Personalangelegenheiten ",012,258,,"6,000",0,"6,000",0
22.03.02,AUSG.KONSU,0258.53910-9,Kosten für den Ankauf des Nachlasses von Jochen Stoss ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.53915-0,Kosten für die Retrokonversion von Findmitteln  ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.53999-0,Vermischte Verwaltungsausgaben  ,162,258,,0,0,0,0
22.03.02,AUSG.KONSU,0258.68602-0,Mitgliedsbeiträge  ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.70001-5,Kleine Um- und Erweiterungsbauten sowie grössere Instandsetzungen ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.72510-7,Planungskosten für Magazinerweiterung Staatsarchiv ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.81200-0,Erwerb von Geräten und sonstigen beweglichen Sachen ,162,258,,"18,000",0,"18,000",0
22.03.02,AUSG.INVES,0258.81202-6,Erwerb von Inventar  ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.81205-0,Erwerb von ADV-Geräten (einschl. Arbeits- platzausstattungen) ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.81206-9,Digitalisierung Auswandererkartei  ,162,258,,0,0,0,0
22.03.02,AUSG.INVES,0258.81220-4,"Beschaffungen aus Mitteln der Stiftung ""Wohnliche Stadt"" ",162,258,,0,0,0,0
22.03.02,AUSG.VINVE,0258.98041-7,"An Hst. 0950/380 41-1, Erstattung von Kosten im Zusammenhang mit der elektronischen Arbeitszeit- erfassung",892,258,,0,0,0,0
22.03.02,AUSG.VINVE,0258.98141-3,"An Hst. 0950/381 41-8, Erstattung von Kosten im Zusammenhang mit der elektronischen Arbeitszeit- erfassung",892,258,,"1,000",0,"1,000",0
22.03.02,EINN.KONSU,0259.11901-4,Einnahmen aus Veröffentlichungen  ,188,263,,0,,0,
22.03.02,EINN.KONSU,0259.11910-3,Einnahmen aus Verkaufserlösen  ,188,263,,0,,0,
22.03.02,EINN.KONSU,0259.11911-1,Sonstige Verwaltungseinnahmen  ,188,263,,0,,0,
22.03.02,EINN.KONSU,0259.28201-2,Spenden  ,195,263,,0,,0,
22.03.02,EINN.KONSU,0259.28214-4,Von Dritten für den Landesarchäologen  ,195,263,,0,,0,
22.03.02,AUSG.PERS,0259.42713-4,Aufwendungen für nebenamtlich und nebenberuflich Tätige sowie Aushilfskräfte beim Landesarchäologen ,195,263,925,0,0,0,0
22.03.02,AUSG.PERS,0259.42801-7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,188,263,925,"250,210",0,"243,040",0
22.03.02,AUSG.PERS,0259.42820-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer -temporäre Personalmittel- ,188,259,,"50,000",0,"50,000",0
