Haushalt Art;Titelnr.;Titel;Gruppennr.;Gruppe;Budget Richtung;Bezeichnung;Jahr;Ansatz/Rechnung;Betrag
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9121;Kredite, innere Darl. Kreditbeschaffungsk., Schuldendienst, -hilfe v.3.;Ausgaben;Zinsen an gemeinden und Gemeindeverb.;2015;Rechnung;562.42
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9121;Kredite, innere Darl. Kreditbeschaffungsk., Schuldendienst, -hilfe v.3.;Ausgaben;Zinsen an sonstige öffentliche Sonderrechnungen;2015;Rechnung;269387.6
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9121;Kredite, innere Darl. Kreditbeschaffungsk., Schuldendienst, -hilfe v.3.;Ausgaben;Zinsausgaben an private Unternehmen;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9121;Kredite, innere Darl. Kreditbeschaffungsk., Schuldendienst, -hilfe v.3.;Ausgaben;Zinsen. Innere Darlehen einschl. innere Kassenkredite;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9141;Deckungsreserve;Ausgaben;Deckungsreserve für Personalausgaben gemäß §11 KommHV;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9141;Deckungsreserve;Ausgaben;Deckungsreserve (§11 KommHV);2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9151;Kalkulatorische Einnahmen;Einnahmen;Abschreibungen;2015;Rechnung;49602
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9151;Kalkulatorische Einnahmen;Einnahmen;Verzinsung des Anlagekapitals;2015;Rechnung;54442
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9161;Zuführungen zwischen Verwaltungs- und Vermögenshaushalt;Einnahmen;Zuführung vom Vermögenshaushalt;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9161;Zuführungen zwischen Verwaltungs- und Vermögenshaushalt;Einnahmen;Zuführung vom Vermögenshaushalt (sonstige Sonderrücklagen);2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9161;Zuführungen zwischen Verwaltungs- und Vermögenshaushalt;Ausgaben;Zuführung zum Vermögenshaushalt;2015;Rechnung;3747235.22
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9161;Zuführungen zwischen Verwaltungs- und Vermögenshaushalt;Ausgaben;Zuführung zum Vermögenshaushalt (sonstige Sonderrücklagen);2015;Rechnung;43.59
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9200;Abwicklung der Vorjahre;Einnahmen;Sollfehlbetrag VWH;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9200;Abwicklung der Vorjahre;Einnahmen;Abschlußtechnische Vorgänge (Ist-Überschuß des VerwHH);2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9200;Abwicklung der Vorjahre;Ausgaben;Deckung Sollfehlbetrag VWH;2015;Rechnung;0
Verwaltungshaushalt;9;Allgemeine Finanzwirtschaft;9200;Abwicklung der Vorjahre;Ausgaben;Abschlußtechnische Vorgänge (Ist-Fehlbetrag des VerwHH);2015;Rechnung;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Einnahmen;Benutzungsgebühren;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Einnahmen;Benutzungsgebühren und ähnliche Entgelte  -Kaffeeautomat-;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Aufwendungen für ehrenamtliche Tätigkeit Aufwandsentsch., Sitzungsgeld;2016;Ansatz;70000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Aufwend.f.ehrenamtl.Tätigkeit  -sonstiges Personal-Ehrensold-;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Beamtenbezüge;2016;Ansatz;125000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Versorgungsrücklage;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Angestelltenvergütungen;2016;Ansatz;65000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Versorgungsrücklage passiv;2016;Ansatz;2500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;"Beiträge zu Versorgungskassen ""Beamte""";2016;Ansatz;80000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;4500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;12500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Beihilfen, Unterstützungen u.ä. Beihilfeversicherung;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Verwaltungs- u. Zweckausstattung;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;GWG (0 - 410 € Netto);2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Getränke;2016;Ansatz;2500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Belohnungen, Preise;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Städtepartnerschaften u.ä.;2016;Ansatz;25000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;2300
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Steuern und Versicherungen GR-Amts- u. Diensthaftplichtversicherung;2016;Ansatz;700
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Post-, Fernmeldegebühren;2016;Ansatz;1600
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Dienstreisen;2016;Ansatz;7000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Sonstige Geschäftsausgaben;2016;Ansatz;7000
Verwaltungshaushalt;0;Allgemeine Verwaltung;0;Gemeinde-, Kreis- und Bezirksorgane;Ausgaben;Verfügungsmittel;2016;Ansatz;4500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Benutzungsgebühren;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Sonstige Gebühren und ähnliche Entgelte Kopierersätze u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Einnahmen aus Verkauf Adressen, Fundsachen u.ä.;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Erstattungen durch Zweckverbände und dgl.;2016;Ansatz;5500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Erstattungen vom Regiebetrieb Wasserwerk-Verwaltungskostenbeitrag;2016;Ansatz;50000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Innere Verrechnung Verwaltungskosten­beitrag Bestattungswesen (7500.6792);2016;Ansatz;7000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Einnahmen;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Beamtenbezüge;2016;Ansatz;65000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Versorgungsrücklage;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Angestelltenvergütungen;2016;Ansatz;195000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Versorgungsrücklage passiv;2016;Ansatz;1500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Beamte""";2016;Ansatz;50000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;13000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""";2016;Ansatz;30000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Beihilfen, Unterstützungen u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Verwaltungs- u. Zweckausstattung;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;GWG (0 € - 410 € netto);2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Feiern, Ehrungen;2016;Ansatz;30000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Öffentlichkeitsarbeit;2016;Ansatz;15000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;37000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Sonstiger verschiedener Betriebsaufwand;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Haftpflichtversicherungen Komm.Haftplichtversicherung;2016;Ansatz;61000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Rechtsschutzversicherung;2016;Ansatz;40000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Unfallversicherung (auch gesetzliche Unfallversicherung);2016;Ansatz;24000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Bürobedarf;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;6500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Post-, Fernmeldegebühren;2016;Ansatz;900
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Dienstreisen;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Sachverständigenkosten, Gerichtskosten;2016;Ansatz;65000
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Sonstige Geschäftsausgaben;2016;Ansatz;1500
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Geschäftsausgaben für Maßnahmen der Inklusion;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;200;Hauptverwaltung;Ausgaben;Mitgliedsbeiträge an Verbände. Vereine und dgl.;2016;Ansatz;13100
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Einnahmen;Erstattungen Schulzweckverband;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Einnahmen;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Angestelltenvergütungen;2016;Ansatz;30000
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;1800
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""";2016;Ansatz;8000
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Beihilfen, Unterstützungen u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Bürobedarf;2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;5000
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Dienstreisen;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Mitgliedsbeiträge an Verbände, Vereine und dgi.-KAV-;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;221;Personalamt;Ausgaben;Verzugszinsen, Säumniszuschläge;2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Einnahmen;Benutzungsgebühren;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Einnahmen;Vermischte Einnahmen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Beamtenbezüge;2016;Ansatz;105000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Versorgungsrücklage;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Angestelltenvergütungen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Versorgungsrücklage passiv;2016;Ansatz;10000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Beamte""";2016;Ansatz;65000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Beihilfen, Unterstützungen u.ä. Beihilfeversicherung;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Verwaltungs- u. Zweckausstattung;2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;GWG (0 € - 410 € Netto);2016;Ansatz;800
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;25000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Sonstige Dienstleistungen durch Dritte;2016;Ansatz;1500
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Steuern u.Versicherungen u.dgl.auch Kassenvers.u.Schlüsselverlustvers.HS;2016;Ansatz;12000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Bürobedarf;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;2500
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Post-, Fernmeldegebühren;2016;Ansatz;900
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Dienstreisen;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Sachverständigenkosten,. Gerichtskosten u.ä.;2016;Ansatz;3000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Kassen- und Organisationsprüfung u.ä. Überörtliche Rechnungsprüfung;2016;Ansatz;2000
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Sonstige Geschäftsausgaben;2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Mitgliedsbeiträge an Verbände, Vereine und dgl.;2016;Ansatz;6800
Verwaltungshaushalt;0;Allgemeine Verwaltung;300;Finanzverwaltung;Ausgaben;Vermischte Ausgaben;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Verwaltungskosten (KG, VWKostG) Mahngebühren;2016;Ansatz;3100
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Kassenüberschüsse;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Vermischte Einnahmen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Bußgelder u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Säumniszuschläge u.ä.;2016;Ansatz;15000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Stundungszinsen;2016;Ansatz;4000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Einnahmen;Verzugszinsen;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Angestelltenvergütungen;2016;Ansatz;125000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Zuführungen zur Versorgungsrücklage -Ruhegehaltsempfänger-;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Beamte""";2016;Ansatz;17000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;8000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""";2016;Ansatz;20000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Beihilfen, Unterstützungen u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Verschiedener Betriebsaufwand;2016;Ansatz;700
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;1500
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Dienstreisen;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Sachverständigenkosten, Gerichtskosten u.ä.;2016;Ansatz;2500
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Kassen- und Organisationsprüfung u.ä.;2016;Ansatz;3000
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Bankgebühren u.ä. (auch Zinszahlungen an Banken);2016;Ansatz;1200
Verwaltungshaushalt;0;Allgemeine Verwaltung;331;Kassenverwaltung;Ausgaben;Sonstige Finanzausgaben Erstattungszinsen f.Beiträge;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Einnahmen;Vermischte Einnahmen u.a. Hundesteuermarken;2016;Ansatz;100
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Einnahmen;Verspätungszuschläge;2016;Ansatz;2200
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Einnahmen;Verzinsung von Steuernachforderungen;2016;Ansatz;60000
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Angestelltenvergütungen;2016;Ansatz;75000
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;6000
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""";2016;Ansatz;15000
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Beihilfen, Unterstützungen u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Bürobedarf (u.a. Hundesteuermarken);2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;700
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Dienstreisen;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;341;Steuerverwaltung;Ausgaben;Verzinsung von Steuererstattungen;2016;Ansatz;30000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Einnahmen;Vermischte Einnahmen;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Beamtenbezüge;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Angestelltenvergütungen;2016;Ansatz;80000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;6000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;15000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Beihilfen, Unterstützungen u.ä.;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Verwaltungs- u. Zweckausstattung;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;GWG (0 € - 410 € Netto);2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;EDV-Kosten an Dritte;2016;Ansatz;5000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Bürobedarf;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Bücher, Zeitschriften u.ä.;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Dienstreisen;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Sachverständigenkosten, Gerichtskosten u.ä.;2016;Ansatz;50000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Kassen- und Organisationsprüfung u.ä.;2016;Ansatz;2000
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Sonstige Geschäftsausgaben;2016;Ansatz;200
Verwaltungshaushalt;0;Allgemeine Verwaltung;351;Liegenschaftsverwaltung;Ausgaben;Mitgliedsbeiträge an Verbände, Vereine und dgl.;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Einnahmen;Verwaltungsgebühren;2016;Ansatz;16000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Einnahmen;Verkauf v.Familienstammbüchern;2016;Ansatz;300
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Beamtenbezüge;2016;Ansatz;40000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Versorgungsrücklage;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Angestelltenvergütungen;2016;Ansatz;30000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Versorgungsrücklage passiv;2016;Ansatz;500
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;"Beiträge zu Versorgungskassen ""Beamte""";2016;Ansatz;13000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;3000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;6000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Beihilfen, Unterstützungen u.ä. Beihilfeversicherung;2016;Ansatz;0
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Verwaltungs- u. Zweckausstattung;2016;Ansatz;2000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;GWG (0 € - 410 € Netto);2016;Ansatz;1000
Verwaltungshaushalt;0;Allgemeine Verwaltung;501;Standesamt;Ausgaben;Mieten für Maschinen, Fahrzeuge, Geräte;2016;Ansatz;2000
