Produktbereich;Produktbereich-Bez;Teilplan;Teilplan-Bez;Produkt;Produkt-Bez;Aufwand/Ertrag;Ergebnisgliederungscode;Ergebnisgliederung-Bez;Sachkonto;Sachkonto-Bez;Betrag;Datum
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52415000;Gebäude- und sonst. Schadensversicherungen;-200,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52416000;Sonstige Bewirtschaftungskosten;-10000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52511100;Pflege u. Unterhaltung v. Kfz u. and. Fahrzeugen;-35000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52511300;Benzin;-8000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52620000;Aus- und Fortbildung, Umschulung;-14000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710100;Büroinventar, -maschinen, Arbeits-, Telefon- u.;-0,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710200;Betriebsgerät u. -inventar u. and. Gebrauchsgegen-;-2000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710202;Reparaturen und Instandhaltung;-2500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710203;Verbrauchsmaterialien;-400,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710300;Softwarepflege u.-updates, fachspezif. Anwendungen;-36000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710400;Wartung u. Pflege d. Datennetze, zentraler Hard-;-2500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711000;Beschaffg. für FW EDV-Arbeitsplätze;-500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711100;Beschaffg. für FW Büroausstattung;-1500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52712300;Beschaffg. für FW Telefonanlage;-1500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52712400;Beschaffg. für FW Funkgeräte u. Meldeempfänger;-40000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52712500;Beschaffg. für FW techn. Ausstattung v. FeuerwFZ;-2000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910700;Sonst. Aufwendungen der Öffentlichkeitsarbeit;-200,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911100;Spezielle Zweckausgaben der Verw.zweige (allgem.);-2500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;14;Bilanzielle Abschreibungen;57110275;AFA auf Lizenzen, DV-Software und sonstige;-10000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;14;Bilanzielle Abschreibungen;57110280;AFA auf bebaute Grundst., Infrastrukturvermögen,;-8600,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;14;Bilanzielle Abschreibungen;57110290;AFA auf bewegliches Anlagevermögen;-84300,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54111000;Personalnebenaufwendungen;-700,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54310100;Bürobedarf;-1100,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54310201;Postgebühren allgemein;-800,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54310300;Fernmeldegebühren;-300,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54310700;Reisekosten, Wegstreckenentschädigung;-200,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54310800;Sachverständigen-, Gerichts- u. ähnl. Kosten;-100,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54414000;Beiträge und Umlagen für sonst. Versicherungen;-15000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;162;Sonstige ordentliche Aufwendungen;54580000;Erstattungen an übrige Bereiche;-10000,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58111000;Mietaufwendungen (ILB);-101500,00;01.01.2017
12;Sicherheit und Ordnung;128;Katastrophenschutz;128001;Katastrophenschutz;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58112000;Betriebskostenaufwendungen (ILB);-62100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41410000;Zuweisungen vom Land;130000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41470000;Zuschüsse von privaten Unternehmen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41470010;Spendeneinnahmen von privaten Unternehmen;100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41480010;Spendeneinnahmen von übrigen Bereichen;100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41610000;Erträge a. Aufl. von SOPO aus Zuschüssen;4100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41620000;Erträge a. Aufl. von SOPO aus Zuweisungen;31600,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;05;Privatrechtliche Leistungsentgelte;44111000;Erträge aus Vermietung und Verpachtung;90000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;05;Privatrechtliche Leistungsentgelte;44610000;Sonstige privatrechtliche Leistungsentgelte;100000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;06;Kostenerstattungen und Kostenumlagen;44820000;Erstattungen von Gemeinden (GV);140000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;07;Sonstige ordentliche Erträge;45700010;Ertr. aus der Aufl. von PRAP  für gel. Zuw.;66600,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;07;Sonstige ordentliche Erträge;45821100;Ertr. a.d. Auflös./Herabsetzung d. Pensionsrückst.;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Ertrag;07;Sonstige ordentliche Erträge;45822000;Ertr. a.d. Auflös./Herabs. d.Altersteilzeitrückst.;16500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50110000;Beamtinnen und Beamte;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50120000;Arbeitnehmerinnen und Arbeitnehmer;-532500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50211000;Zuführung zur Versorgungsrücklage - Dienstbezüge;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50220000;Arbeitnehmerinnen und Arbeitnehmer;-33800,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50320000;Arbeitnehmerinnen und Arbeitnehmer;-114300,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50410000;Beihilfen/ Unterstützungsleist. u.dgl. f.Beschäft.;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50510000;Zuführungen zu Pensionsrückstellungen n. beamten-;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;11;Personalaufwendungen;50610000;Zuführungen zur Beihilferückst. f. Beschäftigte;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;12;Versorgungsaufwendungen;51110000;Beamtinnen und Beamte;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;12;Versorgungsaufwendungen;51410000;Beihilfen, Unterstützungsleistungen für Ver-;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;12;Versorgungsaufwendungen;51610000;Zuführungen zu Beihilferückstellungen für;-0,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52111000;Unterhaltung der Gebäude;-225400,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52111001;Unterhaltung der Gebäude (nutzerbedingte Verbesse-;-53000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52311100;Mieten/ Pachten f. Grundstücke, Gebäude u.;-160000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52411100;Grundsteuern u. sonstige Grundstücksabgaben;-2700,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52414000;Gebäudereinigung;-15200,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52415000;Gebäude- und sonst. Schadensversicherungen;-3000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52416000;Sonstige Bewirtschaftungskosten;-2500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710100;Büroinventar, -maschinen, Arbeits-, Telefon- u.;-135700,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710202;Reparaturen und Instandhaltung;-45000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710300;Softwarepflege u.-updates, fachspezif. Anwendungen;-20000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710400;Wartung u. Pflege d. Datennetze, zentraler Hard-;-30000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710600;Prüfung elektrischer Betriebsmittel;-20000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711000;Beschaffg. für FW EDV-Arbeitsplätze;-13100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711100;Beschaffg. für FW Büroausstattung;-35400,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52812001;Arzneimittel, Verbandstoffe, Heil- u. Desin-;-2500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910100;Lernmittel;-248000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910700;Sonst. Aufwendungen der Öffentlichkeitsarbeit;-2500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910900;Lehr- und Unterrichtsmittel (Schulen);-140200,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911000;Sonstige Sachaufwendungen bei den Schulen;-8900,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911010;Schulessen;-500000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911100;Spezielle Zweckausgaben der Verw.zweige (allgem.);-86000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52912000;Verwendung von Spenden;-200,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;14;Bilanzielle Abschreibungen;57110275;AFA auf Lizenzen, DV-Software und sonstige;-1900,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;14;Bilanzielle Abschreibungen;57110290;AFA auf bewegliches Anlagevermögen;-140400,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;14;Bilanzielle Abschreibungen;57410000;AFA auf gel. Zuwendungen (aktive Rechnungsabgrenz);-154000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;15;Transferaufwendungen;53180000;Zuschüsse an übrige Bereiche;-3934100,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54111000;Personalnebenaufwendungen;-500,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310100;Bürobedarf;-17200,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310201;Postgebühren allgemein;-6200,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310300;Fernmeldegebühren;-27300,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310400;Nutzungsentgelt Internet;-2800,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310902;Transport-, Fracht- und Lagerkosten;-25000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54413000;Haftpflichtschadensleistungen einschl. Umlagen für;-1400,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54415000;Nicht durch Versicherungen gedeckte Schadens-;-2000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54510000;Erstattungen an das Land;-380000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54520000;Erstattungen an Gemeinden (GV);-500000,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58111000;Mietaufwendungen (ILB);-4591300,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58111002;Mietaufwendungen, Sonderprogramm Schulen (ILB);-743900,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58112000;Betriebskostenaufwendungen (ILB);-4796600,00;01.01.2017
21-24;Schulträgeraufgaben;211;Grundschulen;211001;Bereitstellung von Grundschulen;Aufwand;29;Aufwendungen aus internen Leistungsbezieh.;58130000;Aufwendungen an Verwaltungskostenbeiträgen (ILB);-81300,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41470000;Zuschüsse von privaten Unternehmen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41470010;Spendeneinnahmen von privaten Unternehmen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;02;Zuwendungen und allgemeine Umlagen;41480010;Spendeneinnahmen von übrigen Bereichen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;05;Privatrechtliche Leistungsentgelte;44111000;Erträge aus Vermietung und Verpachtung;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;05;Privatrechtliche Leistungsentgelte;44610000;Sonstige privatrechtliche Leistungsentgelte;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;06;Kostenerstattungen und Kostenumlagen;44820000;Erstattungen von Gemeinden (GV);-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Ertrag;07;Sonstige ordentliche Erträge;45822000;Ertr. a.d. Auflös./Herabs. d.Altersteilzeitrückst.;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;11;Personalaufwendungen;50120000;Arbeitnehmerinnen und Arbeitnehmer;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;11;Personalaufwendungen;50220000;Arbeitnehmerinnen und Arbeitnehmer;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;11;Personalaufwendungen;50320000;Arbeitnehmerinnen und Arbeitnehmer;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52111000;Unterhaltung der Gebäude;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52111001;Unterhaltung der Gebäude (nutzerbedingte Verbesse-;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52411100;Grundsteuern u. sonstige Grundstücksabgaben;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52414000;Gebäudereinigung;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52415000;Gebäude- und sonst. Schadensversicherungen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52416000;Sonstige Bewirtschaftungskosten;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710100;Büroinventar, -maschinen, Arbeits-, Telefon- u.;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710202;Reparaturen und Instandhaltung;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710400;Wartung u. Pflege d. Datennetze, zentraler Hard-;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52710600;Prüfung elektrischer Betriebsmittel;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711000;Beschaffg. für FW EDV-Arbeitsplätze;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52711100;Beschaffg. für FW Büroausstattung;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52812001;Arzneimittel, Verbandstoffe, Heil- u. Desin-;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910100;Lernmittel;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52910900;Lehr- und Unterrichtsmittel (Schulen);-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911000;Sonstige Sachaufwendungen bei den Schulen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911010;Schulessen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52911100;Spezielle Zweckausgaben der Verw.zweige (allgem.);-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;13;Aufwendungen f. Sach- u. Dienstleistungen;52912000;Verwendung von Spenden;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;15;Transferaufwendungen;53180000;Zuschüsse an übrige Bereiche;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54111000;Personalnebenaufwendungen;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310100;Bürobedarf;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310201;Postgebühren allgemein;-0,00;01.01.2017
21-24;Schulträgeraufgaben;2162;Regionalschulen;216201;Bereitstellung von Regionalschulen;Aufwand;162;Sonstige ordentliche Aufwendungen;54310300;Fernmeldegebühren;-0,00;01.01.2017
