Kapitel,Bezeichnung,TGr.,Bezeichnung,Titel,FZ,Zweckbestimmung,Ansatz 2016 in EUR,Ansatz 2017 in EUR,Ansatz 2018 in EUR
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmer und Arbeitnehmerinnen),0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51110,051,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",212000,211800,211800
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51120,051,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",90000,90000,90000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51410,051,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",1200,1400,1400
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51425,051,Inanspruchnahme von Fahrdiensten beim BLB,0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51710,051,"Bewirtschaftung der Grundstücke, Gebäude und Räume",0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51725,051,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,370900,365400,365400
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51820,051,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",10100,10100,10100
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51825,051,Mietzahlungen an den BLB,878500,879800,881800
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,51910,051,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,52510,051,"Aus- und Fortbildung, Lehr- und Lernmittel",5000,5000,5000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,52610,051,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,52710,051,Reisekostenvergütungen für Dienstreisen,2400,2400,2400
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,52720,051,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,400,400,400
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,53211,051,Gebühren und Auslagen bei Prozesskostenhilfe,121000,121000,121000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,53212,051,Entschädigung für Zeuginnen und Zeugen,8000,8000,8000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,53213,051,Entschädigung für Sachverständige sowie Dolmetscherinnen und Dolmetscher,100000,100000,100000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,53215,051,Sonstige Auslagen in Rechtssachen,12500,12500,12500
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,53220,051,Auslagen in Rechtssachen (Verfahren vor den Heilberufsgerichten),1500,1500,1500
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,54610,051,Sonstiges,0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,54620,051,Entschädigungs- und Ersatzleistungen an Dritte,0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,54630,051,Kosten für den Umzug und die Verlegung von Dienststellen,0,0,0
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,68510,051,"Zuschüsse an die Ärzte-, Apotheker-, Tierärzte- und Zahnärztekammern Brandenburgs",1000,1000,1000
04090,Gerichte der allgemeinen Verwaltungsgerichtsbarkeit,,,81210,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland",7000,7000,52000
04100,Finanzgericht Berlin-Brandenburg,,,11110,051,"Gebühren, sonstige Entgelte",3165400,3165400,3165400
04100,Finanzgericht Berlin-Brandenburg,,,11210,051,"Geldstrafen, Geldbußen und Zwangsgelder (einschließlich der damit zusammenhängenden Gerichts- und Verwaltungskosten)",0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,11910,051,Sonstige Verwaltungseinnahmen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,11941,051,PKH-Rückflüsse aufgrund von Ratenzahlungen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,13210,051,Veräußerung von beweglichen Sachen,100,100,100
04100,Finanzgericht Berlin-Brandenburg,,,23210,051,Erstattungen des Landes Berlin für das Finanzgericht Berlin-Brandenburg,2500000,2500000,2500000
04100,Finanzgericht Berlin-Brandenburg,,,23510,051,Sonstige Zuweisungen von Sozialversicherungsträgern sowie von der Bundesagentur für Arbeit,0,0,0
04100,Finanzgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,23564,058,Erstattungen der Bundesagentur für Arbeit,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,41210,051,Aufwendungen für ehrenamtlich Tätige,60000,60000,60000
04100,Finanzgericht Berlin-Brandenburg,,,42210,051,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",3951800,4134500,4104600
04100,Finanzgericht Berlin-Brandenburg,,,42225,051,Bezüge aus weggefallenen Planstellen (Personalüberhang),0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,42720,051,Entgelte für Aushilfen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,42749,051,Entgelte für Arbeitnehmer und Arbeitnehmerinnen im Rahmen von Maßnahmen der Arbeitsbeschaffung,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,42810,051,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1141200,1175200,1166900
04100,Finanzgericht Berlin-Brandenburg,,,42825,051,Entgelte aus weggefallenen Stellen (Personalüberhang),0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,45310,051,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",8000,8000,8000
04100,Finanzgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,42264,058,"Bezüge der Beamtinnen und Beamten, Richterinnen und Richter in der Altersteilzeitarbeit",0,0,0
04100,Finanzgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,42864,058,Entgelte der Arbeitnehmerinnen und Arbeitnehmer in der Altersteilzeitarbeit,0,0,0
04100,Finanzgericht Berlin-Brandenburg,79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",0,0,0
04100,Finanzgericht Berlin-Brandenburg,79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,51110,051,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",61300,61300,61300
04100,Finanzgericht Berlin-Brandenburg,,,51120,051,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",48000,48000,48000
04100,Finanzgericht Berlin-Brandenburg,,,51410,051,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",5000,5000,5000
04100,Finanzgericht Berlin-Brandenburg,,,51425,051,Inanspruchnahme von Fahrdiensten beim BLB,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,51710,051,"Bewirtschaftung der Grundstücke, Gebäude und Räume",0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,51725,051,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,168300,168800,176800
04100,Finanzgericht Berlin-Brandenburg,,,51820,051,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,51825,051,Mietzahlungen an den BLB,273400,246400,246400
04100,Finanzgericht Berlin-Brandenburg,,,51830,051,Leasing von Dienstkraftfahrzeugen,3200,3200,3200
04100,Finanzgericht Berlin-Brandenburg,,,51910,051,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,52510,051,"Aus- und Fortbildung, Lehr- und Lernmittel",5500,5500,5500
04100,Finanzgericht Berlin-Brandenburg,,,52610,051,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",2000,2000,2000
04100,Finanzgericht Berlin-Brandenburg,,,52710,051,Reisekostenvergütungen für Dienstreisen,2300,2300,2300
04100,Finanzgericht Berlin-Brandenburg,,,52720,051,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,100,100,100
04100,Finanzgericht Berlin-Brandenburg,,,52910,051,Verfügungsmittel,200,200,200
04100,Finanzgericht Berlin-Brandenburg,,,53211,051,Gebühren und Auslagen bei Prozesskostenhilfe,24000,24000,24000
04100,Finanzgericht Berlin-Brandenburg,,,53212,051,Entschädigung für Zeuginnen und Zeugen,24000,24000,24000
04100,Finanzgericht Berlin-Brandenburg,,,53213,051,Entschädigung für Sachverständige sowie Dolmetscherinnen und Dolmetscher,33000,33000,33000
04100,Finanzgericht Berlin-Brandenburg,,,53214,051,Sonstige Auslagen in Rechtssachen,5000,5000,5000
04100,Finanzgericht Berlin-Brandenburg,,,54610,051,Sonstiges,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,54615,051,Inanspruchnahme der IT-Infrastruktur des ZIT-BB,20500,20500,20500
04100,Finanzgericht Berlin-Brandenburg,,,54620,051,Entschädigungs- und Ersatzleistungen an Dritte,100000,100000,100000
04100,Finanzgericht Berlin-Brandenburg,,,54630,051,Kosten für den Umzug und die Verlegung von Dienststellen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,51199,051,"Geräte, Ausstattungs- und Ausrüstungsgegenstände sowie Entgelte für Kommunikation",69500,69500,69500
04100,Finanzgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,51899,051,Mieten,0,0,0
04100,Finanzgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,52599,051,"Aus- und Fortbildung, Lehr- und Lernmittel",8500,8500,8500
04100,Finanzgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,53899,051,Sonstige Dienstleistungen und Gestattungen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,,,81210,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland",5000,5000,5000
04100,Finanzgericht Berlin-Brandenburg,,,81220,051,Beschaffung von Fernmeldeanlagen,0,0,0
04100,Finanzgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,81299,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen, sonstigen Gebrauchsgegenständen",0,0,0
04110,Arbeitsgerichtsbarkeit,,,11110,051,"Gebühren, sonstige Entgelte",1000000,1000000,1000000
04110,Arbeitsgerichtsbarkeit,,,11910,051,Sonstige Verwaltungseinnahmen,2000,2000,2000
04110,Arbeitsgerichtsbarkeit,,,11941,051,PKH-Rückflüsse aufgrund von Ratenzahlungen,200000,200000,200000
04110,Arbeitsgerichtsbarkeit,,,13210,051,Veräußerung von beweglichen Sachen,100,100,100
04110,Arbeitsgerichtsbarkeit,,,41210,051,Aufwendungen für ehrenamtlich Tätige,150000,150000,150000
04110,Arbeitsgerichtsbarkeit,,,42210,051,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",2825600,3143500,3088600
04110,Arbeitsgerichtsbarkeit,,,42225,051,Bezüge aus weggefallenen Planstellen (Personalüberhang),0,0,0
04110,Arbeitsgerichtsbarkeit,,,42720,051,Entgelte für Aushilfen,0,0,0
04110,Arbeitsgerichtsbarkeit,,,42810,051,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2291300,2338200,2303300
04110,Arbeitsgerichtsbarkeit,,,42825,051,Entgelte aus weggefallenen Stellen (Personalüberhang),0,0,0
04110,Arbeitsgerichtsbarkeit,,,45310,051,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",4000,4000,4000
04110,Arbeitsgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",0,0,0
04110,Arbeitsgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
04110,Arbeitsgerichtsbarkeit,,,51110,051,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",130000,130000,130000
04110,Arbeitsgerichtsbarkeit,,,51120,051,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",135000,135000,135000
04110,Arbeitsgerichtsbarkeit,,,51410,051,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",600,600,600
04110,Arbeitsgerichtsbarkeit,,,51425,051,Inanspruchnahme von Fahrdiensten beim BLB,0,0,0
04110,Arbeitsgerichtsbarkeit,,,51710,051,"Bewirtschaftung der Grundstücke, Gebäude und Räume",0,0,0
04110,Arbeitsgerichtsbarkeit,,,51725,051,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,354800,364800,364800
04110,Arbeitsgerichtsbarkeit,,,51820,051,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",10000,10000,10000
04110,Arbeitsgerichtsbarkeit,,,51825,051,Mietzahlungen an den BLB,883400,810900,810900
04110,Arbeitsgerichtsbarkeit,,,51910,051,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",0,0,0
04110,Arbeitsgerichtsbarkeit,,,52510,051,"Aus- und Fortbildung, Lehr- und Lernmittel",6000,6000,6000
04110,Arbeitsgerichtsbarkeit,,,52520,051,Aus- (und Fort)bildung ehrenamtlicher Richterinnen und Richter,2500,2500,2500
04110,Arbeitsgerichtsbarkeit,,,52710,051,Reisekostenvergütungen für Dienstreisen,7500,7500,7500
04110,Arbeitsgerichtsbarkeit,,,52720,051,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,500,500,500
04110,Arbeitsgerichtsbarkeit,,,53211,051,Gebühren und Auslagen bei Prozesskostenhilfe,2074000,2074000,2074000
04110,Arbeitsgerichtsbarkeit,,,53212,051,Entschädigung für Zeuginnen und Zeugen,16500,16500,16500
04110,Arbeitsgerichtsbarkeit,,,53213,051,Entschädigung für Sachverständige sowie Dolmetscherinnen und Dolmetscher,21100,21100,21100
04110,Arbeitsgerichtsbarkeit,,,53214,051,Sonstige Auslagen in Rechtssachen,2300,2300,2300
04110,Arbeitsgerichtsbarkeit,,,54610,051,Sonstiges,1000,1000,1000
04110,Arbeitsgerichtsbarkeit,,,54620,051,Entschädigungs- und Ersatzleistungen an Dritte,800,800,800
04110,Arbeitsgerichtsbarkeit,,,54630,051,Kosten für den Umzug und die Verlegung von Dienststellen,0,0,0
04110,Arbeitsgerichtsbarkeit,,,81210,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland",20000,20000,20000
04120,Sozialgerichtsbarkeit,,,11110,051,"Gebühren, sonstige Entgelte",1856700,1523700,1523700
04120,Sozialgerichtsbarkeit,,,11210,051,"Geldstrafen, Geldbußen und Zwangsgelder (einschließlich der damit zusammenhängenden Gerichts- und Verwaltungskosten)",6600,6600,6600
04120,Sozialgerichtsbarkeit,,,11910,051,Sonstige Verwaltungseinnahmen,4800,4800,4800
04120,Sozialgerichtsbarkeit,,,11941,051,PKH-Rückflüsse aufgrund von Ratenzahlungen,0,0,0
04120,Sozialgerichtsbarkeit,,,41210,051,Aufwendungen für ehrenamtlich Tätige,120000,160000,160000
04120,Sozialgerichtsbarkeit,,,42210,051,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",5371100,5472400,5347800
04120,Sozialgerichtsbarkeit,,,42225,051,Bezüge aus weggefallenen Planstellen (Personalüberhang),0,0,0
04120,Sozialgerichtsbarkeit,,,42720,051,Entgelte für Aushilfen,0,0,0
04120,Sozialgerichtsbarkeit,,,42810,051,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4631300,4532300,4531300
04120,Sozialgerichtsbarkeit,,,42825,051,Entgelte aus weggefallenen Stellen (Personalüberhang),0,0,0
04120,Sozialgerichtsbarkeit,,,45310,051,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",0,0,0
04120,Sozialgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",0,0,0
04120,Sozialgerichtsbarkeit,79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
04120,Sozialgerichtsbarkeit,,,51110,051,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",130200,130200,130200
04120,Sozialgerichtsbarkeit,,,51120,051,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",170000,170000,170000
04120,Sozialgerichtsbarkeit,,,51410,051,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",800,800,800
04120,Sozialgerichtsbarkeit,,,51425,051,Inanspruchnahme von Fahrdiensten beim BLB,0,0,0
04120,Sozialgerichtsbarkeit,,,51710,051,"Bewirtschaftung der Grundstücke, Gebäude und Räume",220000,220000,220000
04120,Sozialgerichtsbarkeit,,,51725,051,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,318600,328100,328100
04120,Sozialgerichtsbarkeit,,,51820,051,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",30000,30000,30000
04120,Sozialgerichtsbarkeit,,,51825,051,Mietzahlungen an den BLB,707800,749600,749600
04120,Sozialgerichtsbarkeit,,,51910,051,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",0,0,0
04120,Sozialgerichtsbarkeit,,,52510,051,"Aus- und Fortbildung, Lehr- und Lernmittel",3100,3100,3100
04120,Sozialgerichtsbarkeit,,,52520,051,Aus- (und Fort)bildung der ehrenamtlichen Richterinnen und Richter,1000,1000,1000
04120,Sozialgerichtsbarkeit,,,52710,051,Reisekostenvergütungen für Dienstreisen,2300,2300,2300
04120,Sozialgerichtsbarkeit,,,52720,051,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,200,200,200
04120,Sozialgerichtsbarkeit,,,53211,051,Gebühren und Auslagen bei Prozesskostenhilfe,1805500,1805500,1805500
04120,Sozialgerichtsbarkeit,,,53212,051,Entschädigung für Zeuginnen und Zeugen,715100,715100,715100
04120,Sozialgerichtsbarkeit,,,53213,051,Entschädigung für Sachverständige sowie Dolmetscherinnen und Dolmetscher,3862000,3862000,3862000
04120,Sozialgerichtsbarkeit,,,53214,051,Sonstige Auslagen in Rechtssachen,5000,5000,5000
04120,Sozialgerichtsbarkeit,,,54610,051,Sonstiges,0,0,0
04120,Sozialgerichtsbarkeit,,,54620,051,Entschädigungs- und Ersatzleistungen an Dritte,0,0,0
04120,Sozialgerichtsbarkeit,,,54630,051,Kosten für den Umzug und die Verlegung von Dienststellen,0,0,0
04120,Sozialgerichtsbarkeit,,,81210,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland",135000,135000,135000
04121,Landessozialgericht Berlin-Brandenburg,,,11110,051,"Gebühren, sonstige Entgelte",1771100,1438100,1438100
04121,Landessozialgericht Berlin-Brandenburg,,,11210,051,"Geldstrafen, Geldbußen und Zwangsgelder (einschließlich der damit zusammenhängenden Gerichts- und Verwaltungskosten)",5800,5800,5800
04121,Landessozialgericht Berlin-Brandenburg,,,11910,051,Sonstige Verwaltungseinnahmen,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,11941,051,PKH-Rückflüsse aufgrund von Ratenzahlungen,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,23210,051,Erstattungen des Landes Berlin für das Landessozialgericht Berlin-Brandenburg,5500000,5500000,5500000
04121,Landessozialgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,23564,058,Erstattungen der Bundesagentur für Arbeit,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,41210,051,Aufwendungen für ehrenamtlich Tätige,55000,55000,55000
04121,Landessozialgericht Berlin-Brandenburg,,,42210,051,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",4404500,4534900,4534900
04121,Landessozialgericht Berlin-Brandenburg,,,42225,051,Bezüge aus weggefallenen Planstellen (Personalüberhang),0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,42720,051,Entgelte für Aushilfen,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,42810,051,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2325600,2374000,2374000
04121,Landessozialgericht Berlin-Brandenburg,,,42825,051,Entgelte aus weggefallenen Stellen (Personalüberhang),0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,45310,051,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",4000,4000,4000
04121,Landessozialgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,42264,058,"Bezüge der Beamtinnen und Beamten, Richterinnen und Richter in der Altersteilzeitarbeit",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,64,Umsetzung der Altersteilzeitarbeit,42864,058,Entgelte der Arbeitnehmerinnen und Arbeitnehmer in der Altersteilzeitarbeit,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,51110,051,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",100000,100000,100000
04121,Landessozialgericht Berlin-Brandenburg,,,51120,051,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",62000,61900,61900
04121,Landessozialgericht Berlin-Brandenburg,,,51410,051,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",4200,4300,4300
04121,Landessozialgericht Berlin-Brandenburg,,,51425,051,Inanspruchnahme von Fahrdiensten beim BLB,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,51710,051,"Bewirtschaftung der Grundstücke, Gebäude und Räume",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,51725,051,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,250800,272200,272200
04121,Landessozialgericht Berlin-Brandenburg,,,51820,051,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",15000,15000,15000
04121,Landessozialgericht Berlin-Brandenburg,,,51825,051,Mietzahlungen an den BLB,533600,707400,707400
04121,Landessozialgericht Berlin-Brandenburg,,,51830,051,Leasing von Dienstkraftfahrzeugen,3200,3200,3200
04121,Landessozialgericht Berlin-Brandenburg,,,51910,051,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,52510,051,"Aus- und Fortbildung, Lehr- und Lernmittel",2400,2400,2400
04121,Landessozialgericht Berlin-Brandenburg,,,52520,051,Aus- (und Fort)bildung der ehrenamtlichen Richterinnen und Richter,800,800,800
04121,Landessozialgericht Berlin-Brandenburg,,,52610,051,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,,,52710,051,Reisekostenvergütungen für Dienstreisen,3500,3500,3500
04121,Landessozialgericht Berlin-Brandenburg,,,52720,051,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,200,200,200
04121,Landessozialgericht Berlin-Brandenburg,,,52910,051,Verfügungsmittel,500,500,500
04121,Landessozialgericht Berlin-Brandenburg,,,53211,051,Gebühren und Auslagen bei Prozesskostenhilfe,44900,44900,44900
04121,Landessozialgericht Berlin-Brandenburg,,,53212,051,Entschädigung für Zeuginnen und Zeugen,107000,107000,107000
04121,Landessozialgericht Berlin-Brandenburg,,,53213,051,Entschädigung für Sachverständige sowie Dolmetscherinnen und Dolmetscher,907400,907400,907400
04121,Landessozialgericht Berlin-Brandenburg,,,53214,051,Sonstige Auslagen in Rechtssachen,15300,15300,15300
04121,Landessozialgericht Berlin-Brandenburg,,,54610,051,Sonstiges,400,400,400
04121,Landessozialgericht Berlin-Brandenburg,,,54615,051,Inanspruchnahme der IT-Infrastruktur des ZIT-BB,55600,55600,55600
04121,Landessozialgericht Berlin-Brandenburg,,,54620,051,Entschädigungs- und Ersatzleistungen an Dritte,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,51199,051,"Geräte, Ausstattungs- und Ausrüstungsgegenstände sowie Entgelte für Kommunikation",42200,42200,42200
04121,Landessozialgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,51899,051,Mieten,24000,24000,24000
04121,Landessozialgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,52599,051,"Aus- und Fortbildung, Lehr- und Lernmittel",0,0,0
04121,Landessozialgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,53899,051,Sonstige Dienstleistungen und Gestattungen,11200,11200,11200
04121,Landessozialgericht Berlin-Brandenburg,,,81210,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland",20000,20000,20000
04121,Landessozialgericht Berlin-Brandenburg,,,81220,051,Beschaffung von Fernmeldeanlagen,0,0,0
04121,Landessozialgericht Berlin-Brandenburg,99,Kosten der Datenverarbeitung,81299,051,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen, sonstigen Gebrauchsgegenständen",23000,23000,23000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,11110,012,"Gebühren, sonstige Entgelte",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,11910,012,Sonstige Verwaltungseinnahmen,,100,100
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,13210,012,Veräußerung von beweglichen Sachen,,1000,1000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,23110,012,Kostenerstattung anderer Länder für die Mitnutzung von IT-Verfahren,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,41210,051,Aufwendungen für ehrenamtlich Tätige,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,42210,051,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",,747900,747900
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,42225,051,Bezüge aus weggefallenen Planstellen (Personalüberhang),,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,42720,051,Entgelte für Aushilfen,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,42810,051,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,,410500,410500
