"Produkt";"Produktbezeichnung";"Produktgruppe";"Produktgruppenbezeichnung";"Produktbereich";"Produktbereich Bezeichnung";"Dezernat";"Dezernatsbezeichnung";"Teilhaushalte";"Teilhaushalte Bezeichnung";"Amt / Dienststelle";"Amt / Dienststelle Bezeichnung";"Ergebnis 2015 (Erträge)";"Ergebnis 2015 (Aufwendungen)";"Ergebnis 2015 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2016 (Erträge)";"Ansatz 2016 (Aufwendungen)";"Ansatz 2016 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2017 (Erträge)";"Ansatz 2017 (Aufwendungen)";"Ansatz (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2018 (Erträge)";"Ansatz 2018 (Aufwendungen)";"Ansatz 2018 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)"
"112206";"Buchhaltung/Rechnungsleg./Haushaltsrech.";"1122";"Finanzverwaltung, Kasse";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";199644;-2102276;2301921;443500;-2533858;-2090358;26000;-2039738;-2013738;26000;-2088780;-2062780
"112301";"Rechtsberatung";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_03";"THH 3 Rechtsamt";"AMT-300";"300 Rechtsamt";92855;-969612;1062467;63000;-814009;-751009;63000;-872712;-809712;63000;-894699;-831699
"112303";"Gerichtliche Vertretung u. Entsch.";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_03";"THH 3 Rechtsamt";"AMT-300";"300 Rechtsamt";410;-242403;242813;460;-143649;-143189;410;-218178;-217768;410;-223675;-223265
"112305";"Abschluss/Verw./Abwickl.v.Versicherungen";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";1255;-451285;452540;1800;-406265;-404465;1200;-474428;-473228;1200;-474429;-473229
"112401";"Neu-, Um- und Erweiterungsbauten";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";0;-206432;206432;0;-1257960;-1257960;0;-1721900;-1721900;0;-1280400;-1280400
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";42240;0;42240;41940;-105;41835;42240;0;42240;42240;0;42240
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";8671;-42118;50788;7500;-28460;-20960;8140;-44388;-36248;8140;-45133;-36993
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";8086;-71348;79433;12600;-75182;-62582;12982;-74459;-61478;12982;-77600;-64618
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";23621;-56618;80240;25800;-56260;-30460;23625;-58421;-34796;23625;-59719;-36095
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";22634;-104175;126809;22000;-101687;-79687;22630;-106345;-83715;22630;-107911;-85281
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";15238;-67234;82472;11760;-69469;-57709;15240;-67079;-51839;15240;-68789;-53549
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";26553;-138273;164826;22600;-128210;-105610;26553;-148617;-122065;26553;-151251;-124698
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";11917;-15107;27024;15650;-12927;2723;11920;-15949;-4029;11920;-16051;-4131
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";7888;-30427;38315;7800;-25052;-17252;7900;-30954;-23054;7900;-31504;-23604
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";4546033;-4622815;9168848;4485000;-4253509;231491;4329729;-4593704;-263975;4316712;-4890438;-573726
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";1908786;-60588247;62497034;719188;-51595983;-50876795;1183907;-76749585;-75565678;1189085;-77798315;-76609230
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";72361;-66581;138942;10000;-3520;6480;28200;-43188;-14988;28200;-43197;-14997
"112501";"Pla.-Bau-Unterhal.leist.auf Anf.Grünanl.";"1125";"Grünanlagen, Werkstätten und Fahrzeuge";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";322876;-463351;786227;327150;-742132;-414982;323093;-495071;-171977;323093;-507864;-184771
"112600";"Verwaltung(Dez.V,APS,BRA,StPlA)u.Verviel";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-013";"013 Amt f. Projektentw., Stadtern.";314;-798914;799227;0;-620593;-620593;0;-646326;-646326;0;-665842;-665842
"112601";"Zentrale Vergabe";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-042";"042 Vergabemanagemnt";11053;-489777;500830;2412;-468444;-466032;32370;-431818;-399448;20940;-447066;-426126
"112601";"Zentraler Einkauf";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";3743;-152553;156295;3940;-519904;-515964;3760;-333868;-330108;3760;-571635;-567875
"112601";"IT Beschaffung (Dienstl.)";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";2337;-90603;92940;3440;-84057;-80617;1700;-94625;-92925;1700;-97393;-95693
"112602";"Boten-, Zustell- und Postdienste";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";25927;-751803;777730;0;-821703;-821703;25930;-797078;-771148;25930;-784635;-758705
"112603";"Hausdruckerei und Vervielfältigung";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";7657;-217569;225227;0;-225333;-225333;7650;-246462;-238812;7650;-248466;-240816
"112604";"Zent.Regist./Hausd./Schreib-u.Serviceb.";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";42954;-1105729;1148683;39020;-682984;-643964;35690;-1080947;-1045257;35690;-1110037;-1074347
"112604";"Kantine AföO";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";22760;-85302;108061;28000;-91700;-63700;0;-634;-634;0;-604;-604
"112604";"Kantine Tech.Rathaus/Kopiererverw.";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";25103;-164802;189905;92500;-347972;-255472;557000;-853904;-296904;553000;-858266;-305266
"112605";"Dienstleistungen der Statistik";"1126";"Zentrale Dienstleistungen";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";37;-129026;129063;0;-136866;-136866;60;-132078;-132018;60;-141404;-141344
"113000";"Externe und Interne Kommunikation";"1130";"Presse- und Öffentlichkeitsarbeit";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_05";"THH 5 Pressereferat";"AMT-130";"130 Pressereferat";78785;-1094577;1173362;54000;-1069785;-1015785;78790;-1022968;-944178;78790;-1042701;-963911
"113002";"Internetangebot";"1130";"Presse- und Öffentlichkeitsarbeit";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;0;0;0;0;0;0;-215704;-215704;0;-225922;-225922
"113005";"Pressearbeit";"1130";"Presse- und Öffentlichkeitsarbeit";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;-172333;172333;0;-157771;-157771;0;-165981;-165981;0;-174772;-174772
"113200";"Festsetzung und Erhebung von Steuern";"1132";"Abgabewesen";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";14849;-4303375;4318223;1505700;-1117295;388405;4000;-1156906;-1152906;4000;-1180896;-1176896
"113301";"Grundstücksgesch./Verw.Erbbaurechten";"1133";"Grundstücksmanagement";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";4437209;-2073556;6510764;5071090;-1562367;3508723;4850240;-3052984;1797256;4611240;-2826489;1784751
"113304";"Verwaltung unbebauter Grundstücke";"1133";"Grundstücksmanagement";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";2575531;-624776;3200307;877440;-850028;27412;3180450;-632272;2548178;3327960;-645936;2682024
"121001";"Statistiken";"1210";"Statistik und Wahlen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";80473;-530895;611368;75100;-539916;-464816;77974;-496263;-418289;77974;-508833;-430859
"121003";"Vorbereit./Durchf.Wahlen/Abstimmungen";"1210";"Statistik und Wahlen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";83;-489096;489179;200000;-570107;-370107;200085;-713699;-513614;85;-660961;-660876
"122001";"Fundsachen/Fundtiere";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";39396;-415927;455322;45000;-416419;-371419;40800;-430302;-389502;40800;-440860;-400060
"122002";"Angelegenheiten der Gefahrenabwehr";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";52864;-559442;612306;46000;-559067;-513067;52000;-805182;-753182;52000;-810609;-758609
"122002";"Angelegenheiten der Gefahrenabwehr";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_19";"THH 19 Standesamt";"AMT-340";"340 Standesamt";114889;-248851;363741;84030;-176948;-92918;114000;-246808;-132808;114000;-249048;-135048
"122002";"Kriminalprävention/Heimaufsicht";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";14;-195526;195540;2;-185201;-185199;7;-222008;-222001;7;-238709;-238702
"122003";"Jagd- und Fischereiwesen";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";16558;-68589;85146;12200;-63389;-51189;16540;-36276;-19736;16540;-36761;-20221
"122004";"Gewerbeangelegenheiten und Gaststätten";"1220";"Ordnungswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";370693;-771329;1142023;346000;-760092;-414092;348000;-726130;-378130;348000;-734496;-386496
"122101";"Straßenverkehrsbehörde";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";648809;-1438572;2087381;765000;-1409723;-644723;648845;-1394670;-745825;648845;-1474615;-825770
"122102";"Verkehrsre./straßenre.Genehmig./Erlaubn.";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";250356;-194222;444578;226000;-235965;-9965;250000;-186249;63751;250000;-187834;62166
"122103";"Überwachung des ruhenden Verkehrs";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";3109430;-2619132;5728562;2706000;-2663166;42834;3539276;-3071568;467708;3539276;-3337555;201722
"122104";"Überwachung des fließenden Verkehrs";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";4704593;-2333888;7038481;5330000;-2514899;2815101;6060929;-2903676;3157254;6060929;-2964638;3096291
"122105";"Verkehrswesen";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";1548502;-1321722;2870224;1558800;-1447785;111015;1450394;-1117367;333026;1450394;-1172692;277701
"122106";"Verkehrsgewerbe und Fahrerlaubnisse";"1221";"Verkehrswesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";403188;-789594;1192782;370250;-742753;-372503;384500;-765364;-380864;384500;-770987;-386487
"122200";"Aufenthaltsbescheinigungen";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_19";"THH 19 Standesamt";"AMT-340";"340 Standesamt";12343;-7156;19499;0;-5586;-5586;12500;-5724;6776;12500;-5830;6670
"122201";"Einwohnerwesen";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";2001154;-3994897;5996051;1730780;-3430505;-1699725;1901016;-4213339;-2312323;1901016;-4425359;-2524343
"122204";"Bürgerser./Ortsverw./Einh.A/And..Behö.";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";49723;-631247;680969;39720;-1033731;-994011;45240;-759579;-714339;45240;-778639;-733399
"122204";"Bürgerservice";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";9835;-97564;107399;6460;-61948;-55488;6310;-44638;-38328;6310;-46074;-39764
"122204";"Bürgerservice";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";9703;-124170;133873;17760;-123309;-105549;10512;-122476;-111964;10512;-123720;-113208
"122204";"Bürgerservice";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";11281;-168979;180260;14200;-153333;-139133;9823;-149307;-139484;9823;-150834;-141011
"122204";"Bürgerservice";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";10086;-158733;168819;15400;-152365;-136965;9380;-154497;-145117;9380;-157269;-147889
"122204";"Bürgerservice";"1222";"Einwohnerwesen";"12";"Sicherheit und Ordnung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";5875;-175551;181427;7160;-177984;-170824;4690;-150368;-145678;4690;-153233;-148543
"362004";"Einrichtungen der Jugendarbeit";"3620";"Allgemeine Förderung junger Menschen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";71712;-3905914;3977626;42950;-3983470;-3940520;28760;-4401036;-4372276;28760;-4471970;-4443210
"363001";"Sozial-, Lebensberatung";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";18632;-1247927;1266558;12197;-1416037;-1403840;10166;-1485699;-1475533;10166;-1524253;-1514087
"363002";"Förderung der erziehung in der Familie";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";389793;-2925372;3315165;60339;-2483525;-2423186;537257;-3202646;-2665389;543257;-3288518;-2745261
"363003";"Indiv. Hilfen f. junge Menschen u. Fam.";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";12218732;-47792396;60011128;5354712;-40031496;-34676784;17137659;-53708626;-36570967;17454259;-54654901;-37200642
"363004";"Mitwirkung in gerichtlichen Verfahren";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";14381;-1269487;1283868;3794;-1332502;-1328707;5258;-1654684;-1649425;6218;-1701922;-1695703
"363005";"Beistandschaft/Amtsvormundschaft";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";5496;-1866339;1871835;5065;-1605187;-1600122;5336;-1833880;-1828543;5336;-1878153;-1872817
"363006";"Bereitstellungskosten Beratungsstellen";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";337604;-1024470;1362073;329410;-1030665;-701255;329410;-1032823;-703413;319410;-1037918;-718508
"363006";"Bereitstellungskosten Beratungsstellen";"3630";"Hilfen f. junge Menschen u.ihre Familien";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";14689;-1417778;1432467;0;-1435310;-1435310;15410;-1893242;-1877832;15410;-1955742;-1940332
"365001";"Tageseinrichtungen für Kinder";"3650";"Kindertageseinrichtungen / Tagespflege";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";42938921;-84823458;127762379;41628003;-90312521;-48684518;48084125;-97409805;-49325680;49508947;-103411400;-53902453
"365002";"Kindertagespflege";"3650";"Kindertageseinrichtungen / Tagespflege";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";1600107;-2966648;4566755;1675691;-3183570;-1507879;1955709;-3246008;-1290298;1955709;-3255111;-1299401
"365003";"Finanz. Förd. v. Kindern in Tageseinr.";"3650";"Kindertageseinrichtungen / Tagespflege";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";682856;-4182501;4865356;340577;-3322042;-2981466;610461;-4810336;-4199875;610461;-5138960;-4528499
"368001";"Sozialplanung und Quartiersmanagement";"3680";"Kooperation und Vernetzung";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";5;-82468;82473;1;-88679;-88679;0;-139950;-139949;0;-167258;-167258
"368001";"Kooperation und Vernetzung";"3680";"Kooperation und Vernetzung";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";98934;-573264;672199;147132;-680649;-533517;75029;-644704;-569675;75269;-680346;-605077
"369001";"Leist. n. d. Unterhaltsvorschussgesetz";"3690";"Unterhaltsvorschussleistungen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";1606744;-2948941;4555685;1791608;-2850006;-1058398;2684141;-4053136;-1368995;3655961;-5372001;-1716040
"414001";"Gesundheitsförderung/Prävention";"4140";"Maßnahmen der Gesundheitspflege";"41";"Gesundheitsdienste";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";29346;-153118;182464;18101;-142624;-124523;18100;-143163;-125063;18100;-146549;-128448
"414008";"Soz.med./psychiatr. Beratung, Betreuung";"4140";"Maßnahmen der Gesundheitspflege";"41";"Gesundheitsdienste";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";0;-153086;153086;0;-224385;-224385;14500;-246976;-232476;14500;-251216;-236716
