Produkt,Produktbezeichnung,Produktgruppe,Produktgruppenbezeichnung,Produktbereich,Produktbereich Bezeichnung,Dezernat,Dezernatsbezeichnung,Teilhaushalte,Teilhaushalte Bezeichnung,Amt / Dienststelle,Amt / Dienststelle Bezeichnung,Jahr,Art,Betrag
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-559066,9"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,52000
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-548571,41"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,52000
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-541073,24"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2015,Erträge,"114889,26"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2015,Aufwendungen,"-248851,35"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2016,Erträge,84030
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2016,Aufwendungen,"-176947,58"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2017,Erträge,114000
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2017,Aufwendungen,"-246751,35"
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2018,Erträge,114000
122002,Angelegenheiten der Gefahrenabwehr,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2018,Aufwendungen,"-248587,5"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2015,Erträge,"14,19"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2015,Aufwendungen,"-195526,18"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2016,Erträge,"2,04"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2016,Aufwendungen,"-185200,95"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2017,Erträge,"6,84"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2017,Aufwendungen,"-197067,67"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2018,Erträge,"6,84"
122002,Kriminalprävention/Heimaufsicht,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-III,Dezernat III BM von Kirchbach,THH_13,"THH 13 Amt f. Soziales, Senioren",AMT-500,"500 Amt f. Soziales, Senioren",2018,Aufwendungen,"-228468,6"
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2015,Erträge,"16557,73"
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2015,Aufwendungen,"-68588,72"
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2016,Erträge,12200
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2016,Aufwendungen,"-63389,01"
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2017,Erträge,16540
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2017,Aufwendungen,"-32731,14"
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2018,Erträge,16540
122003,Jagd- und Fischereiwesen,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-II,Dezernat II BMin Stuchlik,THH_10,THH 10 Forstamt,AMT-820,820 Forstamt,2018,Aufwendungen,"-32922,14"
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Erträge,"370693,26"
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Aufwendungen,"-771329,31"
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Erträge,346000
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-760092,28"
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,348000
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-715706,12"
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,348000
122004,Gewerbeangelegenheiten und Gaststätten,1220,Ordnungswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-721097,18"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Erträge,"648809,45"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Aufwendungen,"-1438571,89"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Erträge,765000
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Aufwendungen,"-1409723,2"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Erträge,"648845,44"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Aufwendungen,"-1395213,45"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Erträge,"648845,44"
122101,Straßenverkehrsbehörde,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Aufwendungen,"-1466662,94"
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Erträge,"250356,37"
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Aufwendungen,"-194221,56"
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Erträge,226000
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-235964,51"
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,250000
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-183268,54"
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,250000
122102,Verkehrsre./straßenre.Genehmig./Erlaubn.,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-183140,41"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Erträge,"3109430,33"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Aufwendungen,"-2619131,87"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Erträge,2706000
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-2663166,27"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,"3539276,36"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-2818211,31"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,"3539276,36"
122103,Überwachung des ruhenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-2824579,09"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Erträge,"4704593,03"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Aufwendungen,"-2333888,08"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Erträge,5330000
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-2514899,07"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,"6060929,44"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-2829275,94"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,"6060929,44"
122104,Überwachung des fließenden Verkehrs,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-2812561,53"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2015,Erträge,"1548501,51"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2015,Aufwendungen,"-1321722,19"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2016,Erträge,1558800
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2016,Aufwendungen,"-1447785,49"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2017,Erträge,"1450393,72"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2017,Aufwendungen,"-1116404,5"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2018,Erträge,"1450393,72"
122105,Verkehrswesen,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2018,Aufwendungen,"-1164639,66"
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Erträge,"403187,95"
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2015,Aufwendungen,"-789594,24"
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Erträge,370250
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2016,Aufwendungen,"-742753,07"
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Erträge,384500
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2017,Aufwendungen,"-754301,39"
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Erträge,384500
122106,Verkehrsgewerbe und Fahrerlaubnisse,1221,Verkehrswesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_18,THH 18 Amt f. öffentliche Ordnung,AMT-320,320 Amt f. öffentliche Ordnung,2018,Aufwendungen,"-760064,01"
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2015,Erträge,"12342,79"
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2015,Aufwendungen,"-7156,04"
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2016,Erträge,0
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2016,Aufwendungen,"-5585,78"
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2017,Erträge,12500
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2017,Aufwendungen,"-5715,48"
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2018,Erträge,12500
122200,Aufenthaltsbescheinigungen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_19,THH 19 Standesamt,AMT-340,340 Standesamt,2018,Aufwendungen,"-5757,24"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2015,Erträge,"2001153,81"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2015,Aufwendungen,"-3994897,24"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2016,Erträge,1730780
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2016,Aufwendungen,"-3430504,69"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2017,Erträge,"1901016,28"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2017,Aufwendungen,"-4210217,35"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2018,Erträge,"1901016,28"
122201,Einwohnerwesen,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-IV,Dezernat IV EBM Neideck,THH_16,"THH 16 Amt f. Bürgerservice, Infover.",AMT-120,"120 Amt f. Bürgerservice, Infover.",2018,Aufwendungen,"-4397737,91"
122204,Bürgerser./Ortsverw./Einh.A/And..Behö.,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-I,Dezernat I OB Dr. Salomon,THH_02,"THH 2 Zentrale Funktionen, Sonderaufg.",AMT-110,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2015,Erträge,"49722,66"
122204,Bürgerser./Ortsverw./Einh.A/And..Behö.,1222,Einwohnerwesen,12,Sicherheit und Ordnung,DEZ-I,Dezernat I OB Dr. Salomon,THH_02,"THH 2 Zentrale Funktionen, Sonderaufg.",AMT-110,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2015,Aufwendungen,"-631246,58"
