Einzelplan;EPL-Bezeichnung;Kapitel;Kap_Bezeichnung;Haushaltsstelle;Zweckbestimmung;Ansatz für 2017  (EUR);Ansatz für 2018  (EUR);E/A;TGr-Titel;TGR_Kurzbezeichnung;Funktion;Funktionenplan.Kurzbezeichnung;Aufgabenschlüssel;Aufgabenschlüssel.Kurzbezeichnung
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-633 11;Erstattung aufgewendeter Kosten der Kinder- und Jugendhilfe;0;0;A;0;;265;Hilfen zur Erziehung und;0520 0120;Öffentliche Erziehungshilfe
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-633 66;Zuweisungen an Gemeinden aus Bundesmitteln;3.900.000;3.900.000;A;1;Frühe Hilfen und Familienhebammen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-633 67;Erstattung aufgewendeter Kosten der Kinder- und Jugendhilfe;272.254.000;198.000.000;A;1;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;265;Hilfen zur Erziehung und;0520 0120;Öffentliche Erziehungshilfe
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-633 68;Erstattung von Verwaltungskosten an Kommunen;6.000.000;6.000.000;A;1;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;265;Hilfen zur Erziehung und;0520 0120;Öffentliche Erziehungshilfe
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-633 69;Zuweisungen an Gemeinden und Gemeindeverbände;0;0;A;1;Kinderkommission;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0130;Sonstiges
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-634 11;"Zuweisungen an den Fonds ""Heimerziehung in der Bundesrepublik Deutschland in den Jahren 1949 bis 1975""";0;0;A;0;;291;Sonstige soziale Angelegenheiten;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-671 11;"Erstattung von Verwaltungsausgaben an die Landesstelle Jugendschutz; Offensive kinder- und familienfreundliches Niedersachsen";500.000;500.000;A;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-681 11;Ergänzendes Hilfesystem für Betroffene sexuellen Missbrauchs im institutionellen Bereich im Zuständigkeitsbereich des MS;20.000;0;A;0;;291;Sonstige soziale Angelegenheiten;0520 0130;Sonstiges
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 11;Zuschüsse an das Institut GEBIT für die Begleitung der moderierten Vergleichsringe IBN;45.000;45.000;A;0;;266;Weitere Aufgaben der Jugendhilfe;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 12;"Zuschüsse an die Landesgeschäftsstelle des Kinderschutzbundes; Offensive kinder- und familienfreundliches Niedersachsen";140.000;140.000;A;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 13;Zuschüsse an die Landesarbeitsgemeinschaft für Erziehungsberatung und den Landesverband der Pflege- und Adoptivfamilien (PFAD Niedersachsen);14.000;14.000;A;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0340;Jugendsozialarbeit
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 14;Zuschüsse an die Deutsche Vereinigung für Jugendgerichte und Jugendgerichtshilfen e. V. zur Durchführung des Jugendgerichtstags;4.000;4.000;A;0;;262;Jugendsozialarbeit;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 15;Zuschüsse an die Internationale Jugendbegegnungsstätte Auschwitz;5.000;5.000;A;0;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 64;Zuschüsse für präventive Maßnahmen;688.000;688.000;A;1;Förderung von Maßnahmen des Kinder- und;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 67;Zuschüsse an soziale und ähnliche Einrichtungen - keine öffentlichen Einrichtungen;120.000;120.000;A;1;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;265;Hilfen zur Erziehung und;0520 0130;Sonstiges
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-684 70;Zuschüsse für laufende Zwecke;1.000;1.000;A;1;Maßnahmen der Kinder- und Jugendhilfe;266;Weitere Aufgaben der Jugendhilfe;0520 0120;Öffentliche Erziehungshilfe
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-685 11;Mitgliedsbeiträge an Vereine, Verbände und Gesellschaften;15.000;15.000;A;0;;266;Weitere Aufgaben der Jugendhilfe;0520 0110;Nds. Landesamt für Soziales, Jugend und Familie -
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-685 64;Zuschüsse für Kinderschutzzentren, Beratungsstellen und Koordinierungszentren Kinderschutz;1.654.000;1.654.000;A;1;Förderung von Maßnahmen des Kinder- und;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0572;Allgemeine Jugendhilfe, Kinder- und Jugendschutz;0572-686 66;Zuschüsse an Sonstige aus Bundesmitteln;200.000;200.000;A;1;Frühe Hilfen und Familienhebammen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0210;Kinder- und Jugendschutz
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-119 01;Sonstige Verwaltungseinnahmen;5.000;5.000;E;0;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-119 41;Rückzahlung von Überzahlungen;100.000;100.000;E;0;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-119 75;Rückflüsse aus nicht in Anspruch genommenen oder nicht zweckentspr. verwendeten Zuwendungen des Landes (einschl.Zinsen);90.000;90.000;E;1;;262;Jugendsozialarbeit;0520 0340;Jugendsozialarbeit
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-231 95;Bundeszuweisungen für die Förderung des Deutsch-Israelischen Jugendaustausches;80.000;80.000;E;1;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-231 96;Bundeszuweisungen für die Förderung des Deutsch-Tschechischen Jugendaustausches;5.000;5.000;E;1;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-231 97;Bundeszuweisungen für die Förderung des Deutsch-Russischen Jugendaustausches;50.000;50.000;E;1;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-282 91;Zuschüsse des deutsch-französischen Jugendwerkes zur Förderung des Austausches und der Begegnung von Jugendlichen;45.000;45.000;E;1;;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-282 92;Zuschüsse des deutsch-polnischen Jugendwerks zur Förderung des Austauschs von Jugendlichen;75.000;75.000;E;1;;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 11;Kosten des Landesbeirats für Jugendarbeit und seiner Mitglieder;1.000;1.000;A;0;;261;Jugendarbeit und;0520 0130;Sonstiges
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 61;Nicht aufteilbare sächliche Verwaltungsausgaben;12.000;12.000;A;1;Förderung von Trägern der Jugendarbeit nach;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 71;Nicht aufteilbare sächliche Verwaltungsausgaben;150.000;150.000;A;1;Förderung ehrenamtlicher Tätigkeiten;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 72;Nicht aufteilbare sächliche Verwaltungsausgaben;100.000;100.000;A;1;Bürgerschaftliches Engagement in der Flüchtlingsh.;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 73;Nicht aufteilbare sächliche Verwaltungsausgaben;47.000;47.000;A;1;Beratung und Unterstützung generationenübergreifen;235;Soziale Einrichtungen;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 75;Nicht aufteilbare sächliche Verwaltungsausgaben;100.000;100.000;A;1;arbeitsweltbezogene Jugendsozialarbeit;262;Jugendsozialarbeit;0520 0340;Jugendsozialarbeit
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 90;Nicht aufteilbare sächliche Verwaltungsausgaben;51.000;51.000;A;1;Verwendung Spielbankabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 92;Rückzahlung nicht zweckentsprechend verwendeter Zuschüsse an das DPJW;0;0;A;1;Verwendung der Zuschüsse des deutsch-polni-;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-547 93;Nicht aufteilbare sächliche Verwaltungsausgaben;50.000;50.000;A;1;Verwendung der Mittel aus der Glücksspielabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 61;Sonstige Zuweisungen an Gemeinden (GV);153.000;153.000;A;1;Förderung von Trägern der Jugendarbeit nach;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 71;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;320.000;320.000;A;1;Förderung ehrenamtlicher Tätigkeiten;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 72;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;1.450.000;1.450.000;A;1;Bürgerschaftliches Engagement in der Flüchtlingsh.;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 73;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;1.640.000;1.640.000;A;1;Beratung und Unterstützung generationenübergreifen;235;Soziale Einrichtungen;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 74;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;0;0;A;1;Kontakt- und Informationsberatungsstellen;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 75;Zuweisungen an Gemeinden;8.288.000;8.288.000;A;1;arbeitsweltbezogene Jugendsozialarbeit;262;Jugendsozialarbeit;0520 0340;Jugendsozialarbeit
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 84;Zuweisungen an Gemeinden (GV);576.000;576.000;A;1;Förderung von Maßnahmen zur sozialpädago-;262;Jugendsozialarbeit;0520 0360;Förderung der sozialpädagogischen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 90;Sonstige Zuweisungen an Gemeinden (GV);115.000;115.000;A;1;Verwendung Spielbankabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 91;Zuweisungen an Gemeinden (GV);7.000;7.000;A;1;Verwendung der Zuschüsse des DFJW zur;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 92;Zuweisungen an Gemeinden (GV);45.000;45.000;A;1;Verwendung der Zuschüsse des deutsch-polni-;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 93;Zuweisungen für lfd. Zwecke an Gemeinden;96.000;96.000;A;1;Verwendung der Mittel aus der Glücksspielabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 95;Sonstige Zuweisungen an Gemeinden (GV);30.000;30.000;A;1;Förderung des Deutsch-Israelischen Jugendaustausch;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 96;Sonstige Zuweisungen an Gemeinden (GV);5.000;5.000;A;1;Förderung des Deutsch-Tschechischen Jugendaustausc;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-633 97;Sonstige Zuweisungen an Gemeinden (GV);25.000;25.000;A;1;Förderung des Deutsch-Russischen Jugendaustausches;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 11;Zuschüsse für das DJI;26.000;26.000;A;0;;266;Weitere Aufgaben der Jugendhilfe;0520 0130;Sonstiges
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 12;Zuschüsse gem. §§ 6 und 7 des Jugendförderungsgesetz an anerkannte Träger der Jugendarbeit;6.440.000;6.540.000;A;0;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 13;Verwaltungskosten der anerkannten Träger der Jugendarbeit gem. § 7 Abs. 4 JFG;256.000;256.000;A;0;;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 61;Zuschüsse an Sonstige;813.000;813.000;A;1;Förderung von Trägern der Jugendarbeit nach;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 71;Zuschüsse an Sonstige;853.000;853.000;A;1;Förderung ehrenamtlicher Tätigkeiten;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 72;Zuschüsse an Sonstige;1.140.000;1.140.000;A;1;Bürgerschaftliches Engagement in der Flüchtlingsh.;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 73;Zuschüsse an soziale oder ähnliche Einrichtungen;940.000;940.000;A;1;Beratung und Unterstützung generationenübergreifen;235;Soziale Einrichtungen;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 74;Zuschüsse an Sonstige;1.139.000;1.139.000;A;1;Kontakt- und Informationsberatungsstellen;236;Förderung der Wohlfahrtspflege;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 75;Zuschüsse an Sonstige;6.790.000;6.790.000;A;1;arbeitsweltbezogene Jugendsozialarbeit;262;Jugendsozialarbeit;0520 0340;Jugendsozialarbeit
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 84;Zuschüsse an Sonstige;1.424.000;1.424.000;A;1;Förderung von Maßnahmen zur sozialpädago-;262;Jugendsozialarbeit;0520 0360;Förderung der sozialpädagogischen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 90;Zuschüsse an Sonstige;627.000;627.000;A;1;Verwendung Spielbankabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 91;Zuschüsse an andere Träger;38.000;38.000;A;1;Verwendung der Zuschüsse des DFJW zur;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 92;Zuschüsse an Sonstige;30.000;30.000;A;1;Verwendung der Zuschüsse des deutsch-polni-;261;Jugendarbeit und;0520 0370;Deutsch-Französisches und Deutsch-Polnisches Jugen
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 93;Zuschüsse für lfd. Zwecke an Sonstige;1.836.000;1.836.000;A;1;Verwendung der Mittel aus der Glücksspielabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 95;Zuschüsse für laufende Zwecke an Sonstige;50.000;50.000;A;1;Förderung des Deutsch-Israelischen Jugendaustausch;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 96;Zuschüsse für laufende Zwecke an Sonstige;0;0;A;1;Förderung des Deutsch-Tschechischen Jugendaustausc;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-684 97;Zuschüsse für laufende Zwecke an Sonstige;25.000;25.000;A;1;Förderung des Deutsch-Russischen Jugendaustausches;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-686 73;Zuschüsse an Seniorenvertretungen;80.000;80.000;A;1;Beratung und Unterstützung generationenübergreifen;235;Soziale Einrichtungen;0520 0330;Förderung ehrenamtlicher Tätigkeiten und
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-883 61;Zuweisungen an Gemeinden;0;0;A;1;Förderung von Trägern der Jugendarbeit nach;261;Jugendarbeit und;0520 0310;Förderung der Jugendarbeit nach  dem JFG
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-883 90;Zuweisungen für Investitionen an Gemeinden (GV);0;0;A;1;Verwendung Spielbankabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-883 93;Zuweisungen an Gemeinden;518.000;518.000;A;1;Verwendung der Mittel aus der Glücksspielabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-893 90;Zuschüsse für Investitionen an Sonstige;0;0;A;1;Verwendung Spielbankabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0573;Jugendarbeit, Jugendsozialarbeit, generationsüberg;0573-893 93;Zuschüsse an Sonstige;523.000;523.000;A;1;Verwendung der Mittel aus der Glücksspielabgabe;266;Weitere Aufgaben der Jugendhilfe;0520 0380;Weitere Jugendförderung aus
05;Ministerium für Soziales;0574;Familie;0574-119 01;Sonstige Verwaltungseinnahmen;5.000;5.000;E;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-119 41;Rückzahlung von Überzahlungen;300.000;300.000;E;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-231 72;Erstattungen durch den Bund für Leistungen an die Berechtigten;32.169.000;32.169.000;E;1;Unterhaltsvorschüsse und -ausfälle;237;Leistungen nach dem;0520 0450;Kosten nach dem Unterhaltsvorschussgesetz
05;Ministerium für Soziales;0574;Familie;0574-233 72;Erstattungen von Kommunen aus Rückzahlungen von Unterhaltspflichtigen;6.500.000;6.500.000;E;1;Unterhaltsvorschüsse und -ausfälle;237;Leistungen nach dem;0520 0450;Kosten nach dem Unterhaltsvorschussgesetz
05;Ministerium für Soziales;0574;Familie;0574-547 11;Maßnahmen der Fachaufsicht in den Bereichen Unterhaltsvorschussgesetz, Bundeselterngeld - und Elternzeitgesetz;8.000;8.000;A;0;;237;Leistungen nach dem;0520 0450;Kosten nach dem Unterhaltsvorschussgesetz
05;Ministerium für Soziales;0574;Familie;0574-547 61;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Verwendung der Glücksspielabgabe gem. § 14;236;Förderung der Wohlfahrtspflege;0520 0430;Weitere Förderung von familienbezogenen
05;Ministerium für Soziales;0574;Familie;0574-547 62;Nicht aufteilbare sächliche Verwaltungsausgaben;10.000;10.000;A;1;Stärkung der aktiven Vaterrolle und Partnerschaft;291;Sonstige soziale Angelegenheiten;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-547 64;Nicht aufteilbare sächliche Verwaltungsausgaben;10.000;10.000;A;1;Familienpolitik/Mehrgenerationenhäuser;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0440;Familienpolitik / Mehrgenerationenhäuser
05;Ministerium für Soziales;0574;Familie;0574-547 65;Nicht aufteilbare sächliche Verwaltungsaufgaben;0;0;A;1;Förderung familienfreundlicher Infrastrukturen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-631 72;Erstattungen an den Bund aus Rückzahlungen von Unterhaltspflichtigen;6.500.000;6.500.000;A;1;Unterhaltsvorschüsse und -ausfälle;237;Leistungen nach dem;0520 0450;Kosten nach dem Unterhaltsvorschussgesetz
05;Ministerium für Soziales;0574;Familie;0574-633 63;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;0;0;A;1;Förderung von familienbezogenen Maßnahmen;236;Förderung der Wohlfahrtspflege;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-633 65;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;5.395.000;5.395.000;A;1;Förderung familienfreundlicher Infrastrukturen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-633 72;Erstattungen an Kommunen für Leistungen an die Berechtigten;77.205.000;77.205.000;A;1;Unterhaltsvorschüsse und -ausfälle;237;Leistungen nach dem;0520 0450;Kosten nach dem Unterhaltsvorschussgesetz
05;Ministerium für Soziales;0574;Familie;0574-681 65;Leistungen an Familien mit Mehrlingen (ab Drillinge);36.000;36.000;A;1;Förderung familienfreundlicher Infrastrukturen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-684 11;Zuschüsse zur Förderung von Familienbildungsstätten durch das Land;1.220.000;1.220.000;A;0;;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0410;Förderung von Familienbildungsstätten
05;Ministerium für Soziales;0574;Familie;0574-684 12;Zuschüsse zur Förderung von Familienverbänden;150.000;150.000;A;0;;236;Förderung der Wohlfahrtspflege;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-684 61;Zuschüsse für laufende Zwecke;780.000;780.000;A;1;Verwendung der Glücksspielabgabe gem. § 14;236;Förderung der Wohlfahrtspflege;0520 0430;Weitere Förderung von familienbezogenen
05;Ministerium für Soziales;0574;Familie;0574-684 62;Zuschüsse für laufende Zwecke;30.000;30.000;A;1;Stärkung der aktiven Vaterrolle und Partnerschaft;291;Sonstige soziale Angelegenheiten;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-684 63;Zuschüsse zu den Kosten von Familienerholungsaufenthalten;236.000;236.000;A;1;Förderung von familienbezogenen Maßnahmen;236;Förderung der Wohlfahrtspflege;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
05;Ministerium für Soziales;0574;Familie;0574-684 64;Zuschüsse für laufende Zwecke;350.000;350.000;A;1;Familienpolitik/Mehrgenerationenhäuser;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0440;Familienpolitik / Mehrgenerationenhäuser
05;Ministerium für Soziales;0574;Familie;0574-684 65;Zuschüsse für laufende Zwecke;260.000;260.000;A;1;Förderung familienfreundlicher Infrastrukturen;263;Erzieh. Kind.- und Jug., Förd. d. Erz. in der Fam.;0520 0420;Förderung von familienbezogenen Maßnahmen u. Infra
